id_registro,data,id_campanha,impressoes,cliques,conversoes,custo
1673,2025-11-17,15,40795,11322,2053,1928.08
1674,2025-07-25,28,15143,1337,159,218.32
1675,2025-06-27,49,57024,7984,348,1807.34
1676,2025-06-02,51,67802,587,607,580.42
1677,2025-02-07,59,33662,1998,88,642.91
1678,2025-09-19,1,13148,10987,2028,8284.88
1679,2025-04-01,38,26717,3415,756,6051.88
1680,2025-09-29,6,19578,529,284,8541.68
1681,2025-06-17,23,21544,5748,4101,7038.18
1682,2025-08-18,16,66679,10092,9342,661.62
1683,2025-03-02,38,2332,13478,8664,1992.13
1684,2025-08-23,19,23014,3188,3088,4857.28
1685,2025-08-21,7,28551,11934,8260,7669.11
1686,2025-09-04,24,77751,7827,1516,3985.01
1687,2025-04-12,12,47007,1808,777,3845.62
1688,2025-08-21,15,53922,8475,1848,6864.61
1689,2025-09-24,8,61566,5199,903,4701.56
1690,2025-04-03,49,47849,8173,4723,5036.33
1691,2026-01-03,6,43506,715,505,1085.72
1692,2025-11-13,30,79194,4696,2555,6199.07
1693,2025-12-27,29,30105,13830,9075,3695.18
1694,2025-11-12,28,25244,14064,14037,673.0
1695,2025-03-09,52,62847,13829,11126,3338.6
1696,2025-11-06,44,64941,259,53,3597.51
1697,2025-06-13,43,11641,8613,1953,1333.14
1698,2025-11-24,45,77905,6613,833,6685.82
1699,2025-08-18,11,8981,14671,5959,8778.11
1700,2025-04-01,13,78482,5598,3311,1148.72
1701,2025-05-26,28,65919,13781,4563,6895.11
1702,2025-12-17,38,78310,12599,4472,6818.91
1703,2025-10-21,42,52959,13173,5834,4308.65
1704,2025-03-11,26,64008,9932,8379,2546.07
1705,2025-05-01,30,14660,12632,2001,2293.67
1706,2025-03-10,15,18143,8197,486,941.45
1707,2026-01-19,54,9442,915,510,6119.06
1708,2025-09-07,25,79744,2984,2782,2976.26
1709,2025-08-18,40,13126,5010,626,5966.67
1710,2025-09-14,50,65012,8568,7635,1857.29
1711,2025-03-06,32,64758,10897,8270,2391.9
1712,2025-04-21,52,71348,5679,4477,208.15
1713,2025-06-22,3,56914,12566,1951,3483.49
1714,2025-07-04,55,49827,5203,3625,4163.92
1715,2025-08-13,12,73463,588,310,7968.07
1716,2025-06-19,32,56950,2739,550,2846.51
1717,2025-06-14,32,14836,6424,4660,6091.47
1718,2025-05-20,36,71199,10864,9375,4254.87
1719,2025-05-07,55,20987,9261,8301,548.85
1720,2026-01-27,32,77969,4365,3094,5571.61
1721,2026-01-14,50,37781,5829,2625,599.74
1722,2025-11-15,3,17303,9724,6003,3172.45
1723,2025-12-01,38,4025,12207,10242,3104.25
1724,2025-11-18,28,45738,1644,731,3736.77
1725,2025-05-21,43,32511,974,253,2149.87
1726,2025-02-23,38,11633,5163,536,7827.01
1727,2025-11-04,22,22753,1925,40,4868.83
1728,2025-09-07,30,55874,662,581,4657.1
1729,2025-08-16,18,3174,6950,5701,4253.81
1730,2025-05-31,21,50010,414,292,3543.19
1731,2025-07-31,7,64510,9430,1639,6233.23
1732,2025-08-22,22,65607,3423,2059,7312.54
1733,2025-11-27,22,22340,10984,10073,2730.71
1734,2025-05-09,13,65636,7193,5205,7633.64
1735,2025-09-02,5,70732,12946,3507,2621.83
1736,2025-12-14,20,75672,828,411,7251.2
1737,2025-05-08,48,12553,10282,9473,897.87
1738,2025-03-07,18,9317,5568,4640,7220.61
1739,2025-05-14,28,27990,7836,2845,7171.08
1740,2025-02-09,53,40063,10724,8268,7246.93
1741,2025-05-03,43,71272,7142,2566,1840.69
1742,2025-08-07,17,68050,6641,3712,6060.46
1743,2025-03-27,12,2938,9021,8457,7771.25
1744,2025-10-30,32,28412,9501,7656,2448.03
1745,2025-08-02,35,57349,10501,9275,6553.2
1746,2025-04-21,34,26799,1031,746,4189.26
1747,2025-09-19,10,39857,3988,3457,3946.73
1748,2025-02-20,56,8944,5270,5193,1871.84
1749,2025-09-14,18,38123,6807,5292,1487.23
1750,2025-10-23,39,31450,11303,6649,2184.43
1751,2025-09-17,13,4131,2506,1005,7183.55
1752,2025-07-11,30,64120,5137,4586,8922.07
1753,2025-03-20,42,5350,6964,1654,1476.26
1754,2025-05-10,2,34368,2285,1137,5945.1
1755,2025-06-05,42,6035,2933,1990,7050.99
1756,2025-07-14,56,11500,956,321,5434.32
1757,2025-03-11,5,53847,14257,5954,6061.47
1758,2025-04-29,6,52521,14561,13759,6531.9
1759,2025-11-22,16,15171,2352,2338,6623.6
1760,2025-03-16,34,76576,2026,1944,6987.29
1761,2025-08-21,17,65570,8655,1478,2180.79
1762,2025-06-19,50,41579,2053,1348,7499.39
1763,2025-02-19,25,31424,12128,6928,2001.18
1764,2025-04-16,12,28563,1800,562,3983.3
1765,2025-05-19,56,77764,4216,458,4438.71
1766,2025-11-11,45,15306,6189,2592,4934.42
1767,2025-06-04,44,32789,7830,2275,7920.93
1768,2025-06-23,24,62788,2424,1506,7401.22
1769,2025-10-22,42,79905,395,17,7581.18
1770,2025-09-29,52,7666,10899,3926,2314.2
1771,2025-06-01,20,48060,6352,5613,1142.38
1772,2025-07-06,16,58486,14254,6364,120.4
1773,2025-03-25,60,33993,6488,2464,857.74
1774,2025-06-12,49,31362,13529,4872,1932.96
1775,2025-09-09,11,58020,14635,10344,2888.8
1776,2025-04-12,50,53753,13357,12932,353.24
1777,2025-03-29,6,64947,14245,7718,6645.63
1778,2025-11-06,22,55860,13831,13438,948.54
1779,2025-11-07,45,34705,2677,2073,643.99
1780,2025-10-29,39,72291,6945,6043,2974.58
1781,2025-09-10,2,7328,11440,10508,5792.25
1782,2025-07-23,29,18337,10374,50,3635.92
1783,2025-02-23,20,41620,10344,9434,785.98
1784,2025-06-20,16,68181,2635,532,7630.3
1785,2026-01-13,27,42364,11285,7397,4331.37
1786,2025-08-12,9,34667,12095,2842,6202.83
1787,2025-02-20,21,37435,13595,3254,805.37
1788,2025-12-19,12,52076,6072,3091,8505.58
1789,2025-08-08,37,29923,14539,339,8535.58
1790,2025-12-12,42,30477,9200,1457,8768.44
1791,2025-11-30,17,22619,3298,203,3639.26
1792,2025-02-20,39,34599,7077,1222,847.1
1793,2025-04-17,11,74849,6078,961,176.33
1794,2025-08-16,28,59968,8665,8096,1110.69
1795,2025-08-06,14,25475,11741,4361,2627.26
1796,2025-03-27,25,17565,8146,3533,7714.22
1797,2025-02-04,14,37589,9881,3102,3794.06
1798,2025-05-08,51,19629,6743,235,2647.23
1799,2026-01-16,16,59610,4339,2034,3358.26
1800,2025-07-23,42,60552,11261,1404,142.37
1801,2025-12-26,56,42868,2232,1628,6197.33
1802,2025-11-25,25,55981,11737,9784,2343.22
1803,2025-09-27,36,8200,1611,106,3029.12
1804,2025-10-28,31,46939,3897,2483,8456.93
1805,2026-01-15,39,6465,13194,87,2320.23
1806,2025-11-22,25,40150,10202,6466,6057.8
1807,2025-03-26,58,73842,2216,168,5245.36
1808,2025-12-20,11,66527,4314,4037,8376.43
1809,2025-02-08,30,17790,14433,1468,2889.99
1810,2025-08-30,28,19085,8740,4266,1095.74
1811,2026-01-16,9,65932,773,287,6743.02
1812,2025-10-23,19,35000,7096,5021,7474.82
1813,2025-04-21,34,41526,4371,3569,8039.41
1814,2025-03-30,48,64892,5219,1239,5023.29
1815,2026-01-25,41,58170,10821,871,1740.83
1816,2025-05-23,15,24504,944,36,4258.72
1817,2025-07-18,46,61728,2729,1787,1088.42
1818,2025-03-14,60,65368,14716,668,4001.6
1819,2025-05-24,36,64096,11666,7499,4462.25
1820,2025-02-16,47,19905,13908,2025,3178.96
1821,2025-08-13,56,37739,3387,739,7522.84
1822,2025-07-05,33,36255,12336,9228,8023.51
1823,2025-08-31,14,76986,9645,67,4757.84
1824,2025-12-26,12,55080,9401,1258,2253.11
1825,2026-01-17,44,12860,8211,5384,282.36
1826,2026-01-07,44,16489,11212,6458,3393.35
1827,2025-08-04,54,42906,1787,314,308.43
1828,2025-03-23,54,63395,7590,3719,5673.79
1829,2025-11-22,39,1260,4462,2698,8729.45
1830,2025-11-01,40,59888,10800,5323,8529.39
1831,2025-03-04,59,75100,12081,2118,1941.73
1832,2025-09-17,52,37587,847,330,7193.42
1833,2025-05-15,5,72216,12236,9867,3463.45
1834,2025-12-24,17,23832,6584,1966,8687.19
1835,2025-11-20,26,12190,14230,336,7678.5
1836,2025-11-23,25,53242,2719,1167,5842.15
1837,2025-05-16,10,16307,10766,4891,4443.06
1838,2025-02-10,48,41145,7133,5611,5451.45
1839,2025-02-23,43,13097,5932,3010,4638.25
1840,2025-04-04,29,51367,8071,3902,2452.89
1841,2026-01-11,28,12325,9885,6922,7308.4
1842,2025-10-10,12,57399,10107,6979,881.88
1843,2025-08-21,22,61255,8460,3673,5846.12
1844,2025-04-23,10,65422,11742,8638,5684.56
1845,2025-07-21,6,38603,8646,7671,3964.33
1846,2025-09-05,52,63101,14913,4921,1380.03
1847,2026-01-29,44,39875,2143,1018,4731.67
1848,2025-04-04,37,6755,4891,4513,734.97
1849,2025-02-16,33,14607,788,522,3852.98
1850,2026-01-23,30,75011,1598,518,3231.35
1851,2025-09-23,6,66487,9643,266,1069.72
1852,2025-12-17,30,24034,10889,2985,7594.04
1853,2025-07-05,6,55058,791,721,2713.95
1854,2026-01-23,47,60137,9670,7371,5633.1
1855,2025-11-13,22,25035,4392,1729,1706.53
1856,2025-02-26,39,34489,12289,11033,1001.66
1857,2025-09-14,2,1266,8805,6470,1094.27
1858,2025-08-27,42,63037,2863,1884,6241.67
1859,2025-09-30,43,79390,14284,11893,4406.17
1860,2025-04-27,53,47781,10183,6471,7251.53
1861,2025-02-05,9,18209,1485,28,1757.68
1862,2025-09-02,2,25170,13418,439,1922.6
1863,2025-12-05,10,32190,10677,7139,7586.7
1864,2025-03-07,51,71093,14110,3127,820.54
1865,2025-09-27,30,19920,12661,7765,3825.82
1866,2025-04-10,11,20478,1958,1513,6338.25
1867,2025-04-16,31,3072,7997,7043,4073.17
1868,2025-09-11,13,39144,4025,2332,7473.58
1869,2025-09-06,4,44258,6468,64,968.84
1870,2025-07-03,46,57095,13937,6810,7645.12
1871,2025-02-28,38,78597,12126,11977,5011.03
1872,2025-05-09,3,64397,4814,3274,4400.6
1873,2025-02-24,47,64450,9733,3799,6442.9
1874,2025-08-19,2,55812,8705,5174,5001.64
1875,2025-12-22,58,55175,4438,3877,1096.62
1876,2025-08-28,42,45951,10252,7345,6292.75
1877,2025-10-22,11,38250,390,371,1770.2
1878,2025-03-10,29,30922,5683,4158,2016.34
1879,2025-03-01,44,44953,14944,9864,7688.41
1880,2025-03-16,43,61902,11767,2148,7954.4
1881,2025-04-27,46,51666,11895,6829,7506.07
1882,2025-03-27,42,47719,11078,7738,7207.81
1883,2025-03-27,11,27659,13886,4627,6231.74
1884,2025-11-22,43,63793,1462,264,1600.96
1885,2025-08-02,39,65011,2611,413,7151.67
1886,2025-12-17,20,31265,8139,1715,5033.63
1887,2025-11-30,23,34684,347,182,6108.5
1888,2026-01-21,53,66491,2912,130,7271.0
1889,2025-05-24,28,15438,5583,5059,2078.88
1890,2025-06-04,15,64248,9257,4224,8943.28
1891,2025-12-08,23,6617,12909,12617,7905.54
1892,2025-02-09,58,20315,4432,4222,5458.39
1893,2025-04-12,46,7108,1756,896,7200.93
1894,2025-12-15,49,15039,13838,1734,7045.79
1895,2025-11-24,51,13852,10038,9215,425.63
1896,2025-12-03,11,15974,1777,1783,1888.21
1897,2026-01-04,11,38789,5975,5801,4001.59
1898,2025-07-19,32,13514,8338,2527,5841.48
1899,2025-04-24,53,18558,5532,1007,7644.93
1900,2025-03-12,27,1363,7244,2009,7521.58
1901,2026-01-15,22,38085,7810,4137,1582.79
1902,2026-01-10,24,54896,4408,2954,5683.49
1903,2025-10-18,10,69922,4071,1727,7095.58
1904,2025-12-18,52,56706,2310,1693,8266.28
1905,2025-03-15,30,68153,14763,13018,6155.68
1906,2025-09-29,29,19582,537,10,6472.75
1907,2025-09-07,5,11612,8526,5542,2867.5
1908,2025-11-21,11,57394,12704,1007,3569.73
1909,2026-01-05,43,20285,657,588,567.4
1910,2025-07-26,46,68628,10398,4845,3802.78
1911,2025-02-03,44,73062,14562,14312,2773.69
1912,2025-09-25,21,45609,12218,129,7451.68
1913,2025-07-25,34,19749,14799,11473,3665.25
1914,2025-07-15,14,71858,10599,10229,7105.66
1915,2025-03-20,29,45752,10732,10629,3670.33
1916,2025-03-26,57,40022,3282,345,380.88
1917,2025-02-09,25,17015,5530,4263,8927.72
1918,2025-12-17,14,12666,4701,4191,4988.48
1919,2025-10-23,22,21475,8591,383,299.63
1920,2025-08-20,35,78160,13101,4238,2209.99
1921,2025-02-03,20,55910,12733,8278,1038.46
1922,2025-03-09,54,49387,1032,531,5661.56
1923,2025-06-04,8,6756,5857,5332,8475.02
1924,2025-05-17,20,75530,7402,6036,96.66
1925,2025-02-13,16,76730,5603,4633,6446.09
1926,2025-03-11,43,70399,10334,9757,2142.85
1927,2025-05-16,19,75573,4952,1146,6443.44
1928,2025-05-06,48,32957,8564,1724,2984.23
1929,2025-07-11,13,47852,9591,7443,926.99
1930,2025-09-16,28,54508,11709,1342,875.63
1931,2025-11-15,57,17547,7011,3901,1972.32
1932,2025-08-10,24,69477,1329,824,5314.74
1933,2025-06-27,50,52244,8552,4320,5279.52
1934,2025-12-22,28,58182,10477,8020,6598.87
1935,2025-04-04,53,21844,6880,1182,4576.78
1936,2025-04-12,46,60493,7992,1059,8713.88
1937,2025-02-23,56,69855,8458,1934,6265.51
1938,2025-10-03,31,4773,7511,6115,1453.72
1939,2025-02-15,24,16066,9209,6694,1037.51
1940,2025-06-11,37,38457,6105,329,4728.86
1941,2025-08-12,24,40467,1979,766,2764.18
1942,2025-06-09,2,19226,8011,1164,7064.94
1943,2025-10-22,4,40498,6960,2322,1979.45
1944,2025-09-07,48,64567,13470,34,1144.83
1945,2025-03-11,5,6356,5762,3420,4356.53
1946,2025-04-11,37,59793,5124,2767,7043.08
1947,2025-03-13,54,79891,7836,1087,6869.46
1948,2026-02-02,41,60915,8320,7371,6021.63
1949,2026-01-12,56,43126,2490,365,7208.31
1950,2025-09-30,40,54190,10937,6344,2133.76
1951,2025-06-02,22,71409,6528,375,8624.81
1952,2025-07-16,29,36856,14632,10582,842.34
1953,2025-08-29,46,3751,2763,2342,5689.48
1954,2026-01-10,46,40981,12691,9192,5824.18
1955,2025-06-27,36,11661,10599,3152,8598.76
1956,2025-06-02,37,7430,8927,8548,1745.09
1957,2025-02-25,33,2946,7846,985,5941.38
1958,2025-09-01,12,2986,8763,4504,7091.48
1959,2025-04-16,54,76463,4068,1819,807.6
1960,2025-12-11,39,42499,8791,6583,5320.59
1961,2025-05-11,56,3549,8102,2784,3961.31
1962,2025-04-22,2,69693,6848,2599,3469.0
1963,2025-10-06,8,13519,1541,1109,1555.0
1964,2025-12-05,12,33996,2409,367,1430.33
1965,2025-05-06,44,22676,6722,482,5549.56
1966,2025-08-22,12,4061,5379,479,2717.32
1967,2025-04-25,21,19172,1667,845,8042.45
1968,2025-02-11,25,16355,4275,424,1862.91
1969,2025-09-09,39,77312,12372,3874,4462.17
1970,2025-12-02,33,50969,12377,1885,2460.12
1971,2025-07-16,30,72998,5265,3334,635.85
1972,2025-10-21,27,31136,523,19,2458.98
1973,2025-11-25,44,13805,9653,4035,6878.66
1974,2025-08-30,51,16958,10725,4990,5135.8
1975,2025-02-20,6,66092,7356,1666,7056.79
1976,2025-10-08,24,71336,2382,688,7049.11
1977,2025-08-26,28,73264,8856,7401,424.04
1978,2025-12-18,30,38412,13364,10699,8750.13
1979,2025-09-08,4,63701,58,34,5400.92
1980,2025-06-29,44,50327,13804,5757,7589.83
1981,2025-09-12,38,67389,3535,1152,457.09
1982,2026-01-11,35,74304,12160,1145,2740.71
1983,2025-06-21,45,16618,6526,1144,6539.41
1984,2025-04-19,57,57118,4628,1727,5513.49
1985,2025-07-17,21,45409,13190,10406,2389.18
1986,2025-10-08,46,59838,12382,4473,2251.06
1987,2025-12-23,22,28106,5319,3766,8632.98
1988,2025-05-29,2,18027,5431,5295,8304.21
1989,2025-09-17,31,1060,10024,156,6070.72
1990,2025-03-02,36,64591,6819,6246,3565.48
1991,2025-10-21,51,10661,1379,1103,326.98
1992,2025-05-24,53,58850,13682,11014,1154.57
1993,2025-03-27,25,79315,13366,5864,3511.42
1994,2025-12-16,50,1605,13798,2044,4191.1
1995,2025-10-04,29,1727,3211,907,6701.14
1996,2025-09-21,18,47400,12475,3137,855.2
1997,2025-09-26,41,40238,10100,3623,2146.61
1998,2025-05-12,24,5322,8140,2299,4460.9
1999,2025-08-28,46,79933,11585,3425,113.86
2000,2025-08-04,41,52415,13503,1817,7835.75
2001,2025-09-25,33,65251,9374,2793,4988.48
2002,2025-03-30,48,74648,10860,9879,5108.01
2003,2026-01-30,38,17309,1120,133,1190.51
2004,2026-01-01,55,30379,9387,8570,6573.64
2005,2025-03-29,13,3530,4544,4365,5549.39
2006,2025-12-22,36,59997,11202,32,8444.12
2007,2025-11-17,44,7297,10551,5292,3921.31
2008,2025-10-21,18,16453,6716,5571,4688.74
2009,2025-09-25,24,68297,8169,6217,439.01
2010,2025-09-26,15,6655,11866,4553,8269.6
2011,2025-06-18,29,41950,8773,84,3557.14
2012,2025-10-12,6,75449,5533,207,8912.87
2013,2025-03-10,45,56050,3746,304,8257.11
2014,2025-07-21,11,43652,3275,1273,612.45
2015,2025-05-04,7,4153,10294,7863,3915.94
2016,2025-05-07,38,44317,443,430,2291.16
2017,2025-09-10,31,31742,1816,697,7501.03
2018,2025-12-16,22,68614,13511,13010,2168.86
2019,2025-10-29,50,79138,1244,898,6888.68
2020,2025-03-02,29,76382,10295,2045,815.54
2021,2025-10-25,59,4870,1044,772,2853.85
2022,2025-05-25,45,9023,13938,12822,1191.45
2023,2025-11-30,29,7681,13196,4939,5516.11
2024,2025-09-15,5,13846,7125,5550,549.32
2025,2025-09-09,19,50498,905,411,907.68
2026,2026-01-26,27,31054,12370,9823,7097.9
2027,2025-08-18,1,59929,10273,6290,4204.67
2028,2025-03-29,57,13774,7064,2782,5875.75
2029,2026-01-05,51,3904,11121,7439,4679.06
2030,2025-12-23,13,14656,9680,1682,159.98
2031,2025-08-24,5,78210,11736,3172,8144.11
2032,2025-03-26,41,67202,2114,1049,3230.75
2033,2025-11-25,47,58777,7937,1523,2226.21
2034,2025-02-13,3,8428,13108,2091,2839.42
2035,2025-07-01,33,47390,7190,2549,5273.81
2036,2025-09-10,50,19587,8916,2415,4252.24
2037,2026-01-02,22,38650,9934,6042,8733.93
2038,2025-08-29,38,19453,8531,939,2174.62
2039,2025-08-31,54,73828,13471,894,3827.45
2040,2025-12-23,13,26879,3251,3216,662.21
2041,2025-03-31,43,62854,3152,2845,6241.98
2042,2025-08-05,39,43903,7707,6979,5226.78
2043,2025-08-06,40,39773,5549,3429,2991.14
2044,2025-05-20,30,6030,1767,1015,2013.68
2045,2025-05-24,41,29732,110,58,4225.5
2046,2025-10-15,16,63512,3542,3008,6926.72
2047,2025-09-16,22,49771,13397,3363,3632.8
2048,2025-10-04,1,48055,13584,162,709.89
2049,2025-12-08,36,15598,541,145,2650.66
2050,2025-07-03,41,77267,3235,3135,3271.19
2051,2025-03-24,13,26429,536,290,1608.61
2052,2025-02-23,17,23343,14556,5567,7635.43
2053,2026-01-10,12,26188,4079,176,1625.89
2054,2025-03-03,59,13763,4339,171,7491.44
2055,2025-04-04,25,15044,2298,1386,8428.22
2056,2025-04-23,30,31976,5048,3028,7294.92
2057,2025-10-06,11,69565,10878,10210,7940.89
2058,2025-04-18,46,9069,14441,1941,1342.67
2059,2025-05-14,51,25356,2192,785,4816.36
2060,2025-07-19,24,42174,11426,9823,3894.38
2061,2025-10-31,16,6554,10472,10093,5306.57
2062,2025-06-18,35,39059,14049,12936,1379.67
2063,2025-05-04,4,37209,4099,1035,7670.95
2064,2025-03-15,57,64592,9619,3428,6559.32
2065,2025-03-09,31,9003,12905,2743,4602.09
2066,2025-08-05,57,67236,12359,6131,4512.36
2067,2025-02-14,12,42682,7656,5836,3396.21
2068,2025-07-22,31,65353,11428,7762,2451.6
2069,2026-01-26,41,77043,6619,5322,377.61
2070,2025-03-15,58,27107,3646,1851,7775.36
2071,2025-09-23,14,40607,6536,3481,8003.94
2072,2025-09-09,11,49534,9411,4170,4977.44
2073,2025-02-14,49,11513,2250,1208,4028.32
2074,2025-07-30,15,77041,5810,337,4214.02
2075,2025-04-19,22,56350,10226,7391,4234.58
2076,2025-04-19,24,65713,6750,2597,2493.52
2077,2025-08-20,12,58392,454,119,2427.34
2078,2025-12-22,23,11302,1293,603,7591.3
2079,2025-12-01,35,10744,8451,4528,8343.12
2080,2025-05-15,8,9851,1662,737,392.62
2081,2025-11-20,22,26274,3331,2765,2996.71
2082,2025-04-24,48,36474,5009,1561,6365.5
2083,2025-04-15,55,71688,2308,1069,126.38
2084,2025-12-21,19,45933,4956,3308,8515.04
2085,2025-10-19,38,2058,13515,7733,5904.11
2086,2025-03-19,10,52601,12520,3728,2080.99
2087,2025-06-03,14,62685,12323,3829,4666.64
2088,2025-08-24,36,61938,12927,11837,7338.86
2089,2025-06-11,51,11755,5631,2564,7619.92
2090,2025-03-18,50,55247,7075,1716,3976.19
2091,2025-11-05,36,4445,14024,6139,1293.6
2092,2025-10-13,9,40551,14365,12088,136.65
2093,2025-05-01,43,46986,13327,5567,2068.14
2094,2025-05-03,44,53370,7024,6249,7018.86
2095,2025-02-24,20,43239,8858,380,5129.82
2096,2025-07-03,60,18736,577,157,8796.33
2097,2025-12-15,37,79536,5460,4979,5186.21
2098,2025-02-21,25,27265,6454,3200,620.2
2099,2025-08-12,13,62730,6381,889,2993.13
2100,2025-08-19,41,40430,7447,763,1584.24
2101,2025-08-26,36,23783,11107,525,7446.95
2102,2025-08-03,32,4017,9935,3058,1831.04
2103,2025-11-25,25,37700,14981,3373,2135.7
2104,2025-08-25,34,9672,10856,7449,564.21
2105,2025-08-23,1,23021,8545,5353,7744.38
2106,2025-02-22,26,21082,6781,907,1205.78
2107,2025-06-15,31,9512,6905,3186,8598.12
2108,2025-10-02,14,17530,14233,3369,2822.33
2109,2025-10-10,46,62730,13450,2601,5453.2
2110,2026-01-14,38,27104,5134,4116,6465.11
2111,2025-12-05,18,26937,7569,60,8920.21
2112,2026-01-26,5,52828,7352,4954,7277.71
2113,2025-03-10,22,75109,8665,8043,4168.83
2114,2025-07-20,3,12441,9489,4717,5834.38
2115,2025-03-30,23,39487,7526,3203,5536.6
2116,2025-10-08,55,23454,13320,6800,2279.76
2117,2025-09-25,40,57133,14795,7501,3492.75
2118,2026-01-02,12,75029,10848,1565,3572.28
2119,2025-04-09,16,21200,765,280,7948.87
2120,2025-08-27,19,9248,8860,3559,8183.19
2121,2025-10-06,49,72959,6788,993,8958.08
2122,2025-12-15,49,14291,1303,1033,6910.52
2123,2025-10-09,27,59605,5391,1350,2312.26
2124,2026-01-13,3,61077,8341,437,705.1
2125,2025-12-02,44,61042,11428,6244,3125.74
2126,2025-03-12,55,25980,6592,3249,388.08
2127,2026-01-13,8,18388,4155,2679,6049.15
2128,2025-04-26,32,60970,7656,558,788.81
2129,2025-04-27,16,57873,10814,2297,4263.55
2130,2025-12-04,54,21650,4623,1397,7554.54
2131,2025-11-03,7,23730,9994,4819,1161.15
2132,2025-11-16,26,22579,12197,1271,6058.96
2133,2025-07-10,44,36315,233,39,3993.89
2134,2025-06-29,14,5014,2965,2764,4814.07
2135,2025-06-28,45,6759,7292,6852,5731.37
2136,2026-01-23,42,13973,8616,6399,6228.6
2137,2025-02-06,4,78907,7324,38,485.55
2138,2025-02-14,50,26942,6233,2045,3403.07
2139,2025-07-02,13,12478,3958,65,3824.06
2140,2025-05-17,22,25685,288,32,2024.08
2141,2025-06-26,7,22504,14505,11862,1545.07
2142,2025-08-19,33,14614,6860,6681,2977.92
2143,2026-02-01,41,25344,9258,3393,8412.23
2144,2025-02-19,28,16334,6522,1903,1963.33
2145,2025-12-02,21,23256,5892,122,3649.15
2146,2025-10-22,1,51511,5231,1742,4156.04
2147,2025-09-24,43,36997,1131,755,443.25
2148,2025-11-18,14,54383,14557,4940,6919.53
2149,2025-05-05,7,70778,8235,2809,2304.86
2150,2025-04-29,39,43013,1602,1292,6282.02
2151,2025-08-25,60,17923,11156,5440,1619.21
2152,2026-01-11,57,42176,12529,10917,4365.07
2153,2025-05-13,2,77181,5540,3677,3472.22
2154,2025-02-14,48,30964,10545,8248,5307.84
2155,2025-06-28,15,3280,267,63,2814.2
2156,2025-07-22,28,32422,12139,10154,760.54
2157,2025-11-25,24,65869,2303,1214,1858.01
2158,2025-03-30,14,5468,6206,1950,8314.51
2159,2025-03-16,29,43582,9848,2199,2539.23
2160,2026-02-02,51,5691,10594,8533,7136.43
2161,2025-08-06,42,38308,6847,6148,262.06
2162,2025-08-15,47,43920,13926,5615,2218.13
2163,2025-05-30,4,33050,8886,3644,5492.17
2164,2025-05-15,34,42657,6300,1503,4009.13
2165,2025-10-12,5,64940,149,17,8585.27
2166,2025-10-19,41,19050,903,209,1173.77
2167,2025-10-26,38,72438,2895,837,2164.98
2168,2025-09-18,28,61720,1330,637,1519.22
2169,2025-07-02,16,56076,3286,722,5472.37
2170,2025-09-21,19,76052,5016,3672,8711.15
2171,2025-05-02,18,63568,3349,327,8561.57
2172,2025-10-19,26,50008,5941,1374,4262.89
2173,2025-03-12,33,57310,6975,6228,1445.11
2174,2025-02-18,31,3096,13051,12483,3463.7
2175,2025-03-11,6,39851,14042,9751,4857.92
2176,2025-03-03,47,23529,9107,4215,3455.03
2177,2025-04-23,30,37622,5061,3073,5081.17
2178,2025-08-24,5,44177,7928,1119,6448.03
2179,2025-04-03,10,25354,3256,17,164.87
2180,2025-12-24,47,49554,8253,8051,3670.77
2181,2026-02-03,26,49408,6862,3146,4431.48
2182,2025-06-27,38,9836,10552,6697,7970.75
2183,2025-05-12,25,74635,2089,665,1788.34
2184,2025-09-30,17,46188,7198,4174,6396.7
2185,2025-03-06,45,48758,10453,945,5875.61
2186,2025-11-17,48,32847,6997,1985,4325.64
2187,2025-06-11,24,4203,13372,11427,6007.8
2188,2026-01-07,17,79855,2472,1865,8501.17
2189,2026-01-16,17,32929,2464,2466,5226.16
2190,2025-09-14,54,21658,10906,202,1094.74
2191,2025-03-29,42,50877,1562,814,6369.32
2192,2025-03-15,6,68465,14811,3093,7890.26
2193,2026-01-12,54,56450,2766,1035,6241.94
2194,2026-01-20,35,50672,8252,5045,6618.7
2195,2025-05-19,57,12148,12378,1790,5743.81
2196,2025-03-09,52,45640,12775,2338,2457.74
2197,2026-01-19,60,52662,3482,2863,2807.5
2198,2025-03-05,53,64951,2809,6,916.99
2199,2025-09-16,45,55267,12727,8600,3780.74
2200,2025-08-23,47,56985,4774,1397,1628.79
2201,2025-10-01,46,18107,3103,811,4403.92
2202,2025-11-05,8,59569,8284,3482,1711.46
2203,2025-07-21,48,24450,1016,392,2371.2
2204,2025-06-27,56,54081,14832,7220,5660.19
2205,2026-01-05,7,22274,10280,1307,2673.47
2206,2025-11-16,8,36775,6238,526,3112.26
2207,2025-03-02,16,63138,9645,7949,6071.6
2208,2025-07-11,1,8502,1701,544,6778.6
2209,2025-07-01,43,76842,168,10,916.73
2210,2025-02-09,51,1451,8607,6154,5446.71
2211,2025-10-12,18,64191,12524,7753,6824.36
2212,2025-04-13,28,44612,9952,6074,6152.65
2213,2025-02-05,21,31904,5670,2959,6002.45
2214,2025-02-11,40,8002,6250,2916,7864.04
2215,2025-10-30,7,904,13259,7486,7841.35
2216,2025-06-12,47,18701,6633,210,5437.09
2217,2025-12-31,34,37130,14287,11456,6775.39
2218,2025-07-31,24,59733,4122,3892,4658.48
