id_lancamento,data,tipo,categoria,descricao,valor,id_pedido
5899,2024-07-01,Despesa,Tecnologia,Blanditiis cum delectus.,-3631.14,PED-95043
5900,2025-11-07,receita,marketing,Libero cupiditate architecto iusto repellendus.,9425.35,PED-66442
5901,2025-09-27,Despesa,Marketing,Sapiente maiores magnam.,-879.38,PED-50055
5902,2024-05-12,Receita,Logística,Ipsam voluptates.,11890.52,
5903,2025-11-18,Despesa,Logística,Error ipsa ab vero modi.,17.86,
5904,2025-05-02,Receita,RH,Aspernatur sunt maiores.,-4058.53,
5905,2024-06-17,Despesa,Marketing,Nam necessitatibus unde dicta odio.,5938.86,
5906,2024-02-27,Despesa,RH,Enim ratione pariatur.,10139.71,PED-87370
5907,2026-01-04,receita,Receita,Quae recusandae iste.,7769.38,
5908,2024-12-18,Receita,Tecnologia,Error veritatis ut in.,10507.52,PED-18314
5909,2025-06-09,Receita,Logística,Tenetur voluptatibus nisi officiis earum.,3181.89,
5910,2025-08-12,receita,Marketing,Voluptas perspiciatis et.,5531.68,
5911,2024-03-30,receita,Logística,Perferendis nostrum culpa.,-7536.81,
5912,2025-05-05,receita,marketing,Minus sed architecto.,-1131.65,
5913,2024-02-22,receita,Tecnologia,Minima aperiam minima.,-2703.53,
5914,2025-04-10,Receita,RH,Debitis modi.,4408.81,
5915,2024-10-17,Receita,Receita,Doloremque facilis exercitationem.,6497.67,
5916,2024-03-25,Receita,marketing,Consectetur tempora explicabo similique.,5136.41,
5917,2025-09-02,receita,marketing,Eaque officiis suscipit.,22.1,PED-34202
5918,2024-08-21,receita,marketing,Facilis laborum quod atque.,3027.21,PED-98558
5919,2025-09-08,Receita,Receita,Eligendi suscipit consequuntur.,-1121.08,PED-16699
5920,2025-02-15,receita,marketing,Debitis sed error.,2570.59,PED-82614
5921,2025-06-11,receita,Logística,Explicabo quidem eum officiis.,-1155.57,PED-20518
5922,2025-04-27,Despesa,RH,Totam enim neque.,11535.98,
5923,2024-03-24,Despesa,marketing,Tempore pariatur consequatur saepe.,-1516.42,PED-20275
5924,2025-10-25,Despesa,Logística,Deleniti provident.,-1119.6,PED-56855
5925,2024-10-05,Despesa,marketing,Quisquam ipsum voluptatem.,5772.76,PED-14096
5926,2024-11-09,Receita,RH,Distinctio fugit expedita consequuntur.,-4270.46,PED-24110
5927,2025-04-05,receita,marketing,Nostrum veritatis hic.,-3050.99,PED-42791
5928,2025-02-22,Receita,marketing,Occaecati laboriosam tenetur esse.,8917.12,PED-97529
5929,2025-09-03,receita,Logística,Non molestiae.,11266.45,PED-31860
5930,2025-06-12,receita,Marketing,Pariatur dolorem quia harum accusamus.,-4524.0,
5931,2025-11-29,Despesa,Logística,Asperiores suscipit.,2514.38,PED-76999
5932,2024-09-11,receita,marketing,Ab nemo repellendus.,-7717.69,
5933,2024-08-05,receita,Tecnologia,Placeat dolor.,-3319.17,PED-89102
5934,2025-01-23,Receita,Marketing,Sed eos voluptatibus aut odit.,7801.99,PED-40785
5935,2025-10-14,Receita,RH,Ut quibusdam possimus alias.,6894.63,PED-17774
5936,2025-10-15,receita,Marketing,Quam veritatis.,6245.54,
5937,2024-05-01,Receita,Receita,Quod repellat.,6077.98,PED-64889
5938,2024-06-17,Receita,Receita,Corporis quaerat possimus.,8076.58,
5939,2024-06-23,receita,marketing,Accusantium repellat.,8555.69,
5940,2025-01-09,receita,Tecnologia,Veniam delectus.,-1116.87,PED-21855
5941,2025-01-26,Despesa,marketing,Incidunt est cumque saepe.,-6856.31,
5942,2025-05-02,receita,Logística,Quibusdam aliquam.,-674.64,
5943,2025-09-23,Despesa,marketing,Quam impedit pariatur tempore odit.,7708.67,
5944,2025-02-21,Receita,Logística,Placeat perspiciatis porro.,-5349.71,PED-57423
5945,2024-11-28,receita,RH,Adipisci id ipsa explicabo facilis.,1331.17,
5946,2024-02-26,Receita,Receita,Ipsum non incidunt veniam itaque.,-1375.29,
5947,2024-09-04,Despesa,Logística,Voluptas natus iure blanditiis.,4574.22,
5948,2025-08-19,Despesa,Receita,Amet blanditiis eligendi.,-3937.53,
5949,2025-08-24,receita,Tecnologia,Ad eum.,-549.76,
5950,2025-02-13,Despesa,Receita,Labore perspiciatis.,9115.07,PED-97093
5951,2024-07-05,receita,Marketing,Quo laborum esse cupiditate.,5564.07,PED-24051
5952,2024-05-13,Receita,RH,Voluptates quia fugit numquam.,-5058.45,
5953,2025-06-02,Despesa,RH,Deleniti nulla.,4099.13,PED-61095
5954,2024-06-05,Receita,RH,Nobis praesentium.,-3727.41,
5955,2026-01-29,receita,marketing,Nemo culpa modi unde consequuntur.,5706.17,
5956,2025-05-19,Despesa,Tecnologia,Dolorum fugit accusamus.,1783.44,
5957,2025-09-23,Receita,Marketing,Non magnam.,3874.08,PED-42268
5958,2025-05-24,Despesa,Marketing,Non quos ex.,7736.92,
5959,2024-10-16,Despesa,RH,Magni aperiam voluptates in reiciendis.,702.99,
5960,2024-07-14,Receita,Logística,Minima ducimus pariatur.,-5261.82,PED-77350
5961,2025-12-20,receita,Marketing,Unde numquam asperiores impedit laudantium.,841.42,PED-48275
5962,2024-12-26,Despesa,Receita,Tempora qui ipsam repellat.,4375.01,PED-20613
5963,2024-05-10,Receita,Marketing,Laborum accusantium quasi.,-2914.09,
5964,2025-02-13,Receita,marketing,Itaque blanditiis.,-7882.43,PED-94698
5965,2025-10-01,Despesa,Tecnologia,Itaque earum explicabo.,-3119.28,
5966,2024-09-14,Receita,Receita,Quibusdam similique nulla adipisci.,10802.64,PED-93617
5967,2025-02-27,Receita,marketing,Illo fugit vel.,3888.91,PED-75929
5968,2024-12-31,receita,RH,Provident tenetur mollitia impedit placeat.,-7055.38,
5969,2025-01-20,receita,Marketing,Quisquam architecto nulla.,4091.74,PED-36963
5970,2025-01-18,receita,Receita,Cupiditate consequuntur ullam repellendus voluptates.,5795.47,PED-99052
5971,2024-05-06,receita,Receita,Quisquam expedita.,-6623.85,
5972,2025-09-09,receita,Tecnologia,Accusamus eius aperiam voluptas.,2099.77,
5973,2025-07-24,Receita,Tecnologia,Architecto accusantium suscipit accusamus ab.,5300.62,
5974,2024-10-06,Receita,Marketing,Alias ducimus asperiores nemo aliquam.,9426.95,
5975,2024-06-15,Receita,marketing,Reiciendis autem neque aut.,-2383.65,
5976,2025-12-15,Despesa,Logística,Minima suscipit similique tenetur.,-4806.34,
5977,2024-07-07,Receita,Tecnologia,Aspernatur voluptatem sit voluptate deserunt.,5150.68,PED-32158
5978,2025-11-15,Receita,marketing,Voluptas iusto maiores ipsam.,-7369.47,
5979,2025-01-15,Despesa,Receita,Quibusdam neque asperiores.,-6464.05,PED-98095
5980,2024-07-05,Despesa,Marketing,Vel dolore quo.,6473.3,PED-93515
5981,2024-08-09,Receita,RH,Quam quam eos saepe fugit.,8821.92,
5982,2025-10-02,Despesa,Receita,Consectetur voluptatibus inventore.,1577.68,PED-42182
5983,2024-06-03,Despesa,Marketing,Delectus sequi.,1317.13,PED-76883
5984,2025-02-18,Despesa,RH,Ea corrupti.,568.21,
5985,2024-11-06,Receita,Marketing,Eveniet laborum voluptates dolorum quia.,-928.24,PED-20589
5986,2025-04-24,Despesa,Receita,Tenetur facilis.,-6005.54,PED-16600
5987,2024-02-16,Receita,RH,Vero nobis.,-5717.2,PED-41646
5988,2025-07-18,Despesa,Logística,Assumenda doloribus velit.,9427.23,PED-13615
5989,2025-05-09,Receita,marketing,Ullam numquam quo modi dolores.,-3666.17,PED-10841
5990,2024-06-19,Receita,Marketing,Sunt odit dolor quisquam.,9643.05,
5991,2024-02-07,Despesa,Logística,Quidem accusantium porro.,7970.95,PED-49837
5992,2024-08-21,receita,Logística,Dolores pariatur odio necessitatibus.,406.31,
5993,2025-03-15,Despesa,RH,Dolorem fugiat laborum ratione.,-1117.66,
5994,2024-09-17,Despesa,marketing,Reiciendis ratione earum.,1070.39,
5995,2024-07-31,Receita,RH,Blanditiis voluptates cupiditate.,922.94,
5996,2024-08-26,Despesa,Receita,Delectus modi aperiam iure vero.,2020.52,
5997,2025-12-13,receita,marketing,Laboriosam rerum animi.,3693.09,
5998,2025-11-08,Receita,Receita,Quos sapiente ullam.,34.5,PED-60027
5999,2024-05-15,Despesa,marketing,Nihil error assumenda doloremque debitis.,10799.11,PED-58792
6000,2025-05-07,receita,marketing,Alias ducimus eaque.,1175.33,PED-35637
6001,2024-09-08,Despesa,Logística,Excepturi dicta unde.,8463.29,
6002,2024-08-20,Despesa,marketing,Maxime consectetur itaque.,-3651.69,PED-95888
6003,2024-10-22,Despesa,RH,Rem facere dolore similique.,11228.3,PED-49574
6004,2024-08-26,receita,RH,Optio possimus optio illo.,-4481.82,
6005,2024-10-08,Despesa,marketing,Illo facilis placeat incidunt.,-7983.03,
6006,2025-11-11,Receita,RH,Nam maiores ab.,321.92,PED-22682
6007,2024-09-20,Receita,Receita,Ex tempora est.,5418.85,
6008,2024-06-27,receita,Tecnologia,Dolore distinctio illo occaecati.,-3464.72,PED-88769
6009,2024-11-05,Despesa,Receita,Ipsam eaque.,429.96,PED-64481
6010,2025-01-16,receita,Marketing,Animi dolor ratione.,8834.38,PED-60895
6011,2025-11-16,receita,Tecnologia,Sequi beatae non commodi.,11539.15,PED-60790
6012,2024-09-26,Receita,marketing,Porro numquam.,-451.91,
6013,2025-08-28,Receita,Marketing,Quibusdam perferendis.,-2433.92,PED-38821
6014,2025-05-14,Despesa,Tecnologia,Tempora modi atque.,10410.68,PED-39863
6015,2024-06-04,Despesa,marketing,Maiores quas iusto aspernatur.,5801.91,PED-20322
6016,2025-06-17,Despesa,marketing,Libero vero.,6936.4,
6017,2025-12-16,Despesa,Receita,Ab illo ipsum.,-4646.66,PED-17556
6018,2025-07-26,receita,Tecnologia,Voluptatem fuga vitae.,-3538.92,
6019,2024-10-19,receita,Marketing,Voluptas quos corrupti.,-457.59,
6020,2024-10-19,Despesa,Marketing,Ad placeat consequatur.,-6360.88,
6021,2025-02-18,Receita,Tecnologia,Ut corrupti architecto facere.,-4862.44,
6022,2024-04-17,Despesa,marketing,Placeat similique placeat.,-7591.55,
6023,2025-11-06,receita,Receita,Quae at officiis fugiat.,3667.78,
6024,2025-03-07,receita,Logística,Excepturi praesentium.,5542.9,PED-78920
6025,2024-07-09,Despesa,RH,Et excepturi iure perferendis.,9887.8,PED-86236
6026,2025-05-16,Despesa,Tecnologia,Earum et nihil.,-6862.4,
6027,2024-06-21,Receita,RH,Dolorum dolorum.,-5515.22,PED-46589
6028,2024-07-26,receita,RH,Sequi ab dicta consectetur.,-881.08,
6029,2024-09-25,Receita,RH,Optio explicabo vel voluptas neque.,-6460.61,PED-37690
6030,2025-03-16,receita,marketing,Similique ullam incidunt.,-6105.74,
6031,2024-05-06,Receita,marketing,Quaerat aperiam eligendi.,3927.55,PED-58040
6032,2025-10-21,receita,marketing,Aut nisi similique accusamus nisi.,6896.93,
6033,2024-10-30,receita,Tecnologia,Magni quod sunt nisi.,-1898.23,
6034,2024-07-22,receita,Tecnologia,Dolores officia culpa.,2142.33,
6035,2024-12-02,Despesa,Receita,Sunt nisi veniam laborum.,6210.55,
6036,2025-03-07,receita,Tecnologia,Autem nostrum libero consequuntur.,11560.6,
6037,2025-05-03,Receita,marketing,Impedit cum cum.,4860.04,PED-11699
6038,2026-01-02,Receita,RH,Vel aut maxime quasi quaerat.,11822.16,
6039,2026-01-05,Despesa,Receita,Sed voluptate natus similique blanditiis.,-4565.19,
6040,2026-01-04,Despesa,marketing,Illum repudiandae vel.,431.83,
6041,2025-10-25,Receita,RH,Voluptatem est.,4278.4,PED-79059
6042,2024-10-04,receita,Tecnologia,Ipsa molestias repellendus perferendis eveniet.,-7267.38,PED-15951
6043,2024-06-09,Despesa,Tecnologia,Veniam aut occaecati.,8695.88,PED-41807
6044,2024-07-11,Despesa,marketing,Commodi odio quod provident.,4027.53,PED-48778
6045,2025-12-11,Despesa,Logística,Velit doloribus quos ad.,2070.44,PED-54793
6046,2025-06-07,Receita,Receita,Veniam delectus unde vitae.,3954.04,
6047,2025-05-08,Receita,RH,Et non odio harum.,9012.23,
6048,2025-06-16,Receita,Logística,Sed cum in.,7543.91,
6049,2024-06-03,receita,Logística,Voluptates totam odio reprehenderit earum.,-6605.2,
6050,2024-12-15,receita,Tecnologia,Officia explicabo ut reprehenderit.,9611.69,PED-18751
6051,2025-06-05,receita,RH,Quae harum asperiores labore architecto.,9960.61,
6052,2024-08-30,Despesa,marketing,Adipisci nemo officiis.,116.32,
6053,2025-05-30,Despesa,Tecnologia,Deserunt quae dolores est illo.,-96.7,PED-84900
6054,2025-07-30,receita,Logística,Ipsum sunt incidunt.,-6046.64,PED-37251
6055,2026-01-09,receita,marketing,Eius rem explicabo ratione.,-6123.68,
6056,2024-02-18,Receita,Tecnologia,Eius quo harum.,-3152.77,PED-71642
6057,2024-10-19,Despesa,Receita,Sed recusandae repudiandae eos.,6737.57,
6058,2025-02-18,Despesa,Tecnologia,Cupiditate sint in.,572.98,PED-96717
6059,2024-10-15,receita,Tecnologia,Enim molestiae.,2767.59,PED-27774
6060,2024-12-29,Despesa,Marketing,Perferendis iure nisi sed.,3248.07,
6061,2024-09-28,Despesa,Marketing,Est modi optio.,1218.05,
6062,2024-02-15,receita,Receita,Iste sequi.,10914.16,PED-22182
6063,2024-06-30,receita,Tecnologia,Adipisci ipsam.,-6712.56,
6064,2025-04-28,Despesa,RH,Adipisci officiis quis qui asperiores.,-4157.81,PED-66202
6065,2024-05-16,Receita,RH,Ad odit qui.,5848.21,PED-25862
6066,2025-03-23,Despesa,marketing,Atque quibusdam neque consequuntur atque.,6132.25,
6067,2025-04-14,receita,marketing,Illo vel magni ab.,5009.12,
6068,2024-11-14,Despesa,Logística,Possimus aspernatur nam.,-6118.85,
6069,2025-10-17,Receita,RH,Molestiae excepturi in dolore.,5474.19,
6070,2025-12-20,Despesa,marketing,Occaecati blanditiis iure.,677.59,
6071,2024-11-12,Receita,Tecnologia,Maiores fugiat harum.,-6002.44,PED-50632
6072,2024-08-28,receita,marketing,Doloribus nemo.,-2069.38,PED-82449
6073,2025-09-05,Receita,Receita,Voluptate eligendi impedit possimus.,11705.0,
6074,2025-01-26,Despesa,Logística,Architecto animi impedit.,-3106.99,
6075,2024-03-31,Despesa,Tecnologia,Tempore doloribus corporis.,-1846.99,PED-63916
6076,2024-08-06,Despesa,Marketing,Perferendis cum nostrum excepturi.,-5639.69,PED-77469
6077,2024-03-18,Despesa,Marketing,Tempora ipsam.,11597.49,PED-64595
6078,2025-07-27,Receita,Tecnologia,Commodi voluptatem praesentium earum illum.,8054.13,
6079,2025-02-16,receita,RH,Numquam earum architecto.,-968.94,
6080,2024-03-18,Receita,RH,Est vitae veniam atque.,-7221.37,
6081,2025-03-02,receita,Logística,Error beatae pariatur quae.,11802.37,
6082,2024-07-23,Despesa,marketing,Vero aspernatur provident ullam velit.,-289.13,
6083,2025-07-31,Receita,Receita,Molestias nesciunt laudantium placeat cum.,-4007.32,PED-60243
6084,2024-05-23,Despesa,Logística,Aut non possimus eveniet totam.,-4375.23,
6085,2025-03-14,Receita,Receita,Provident facere veniam deserunt sapiente.,11136.2,PED-41701
6086,2025-08-16,receita,Receita,Dolor mollitia.,-367.91,PED-86426
6087,2024-09-28,Despesa,marketing,Veritatis labore.,7507.35,PED-84691
6088,2024-11-07,Receita,marketing,Doloribus sapiente.,2745.19,PED-22225
6089,2024-03-25,Receita,Marketing,Laudantium minus.,4502.25,
6090,2024-06-20,Despesa,Receita,Officiis harum quos dignissimos.,-7675.15,
6091,2025-05-24,receita,marketing,Quo nihil id.,-2391.15,
6092,2026-01-24,receita,Marketing,Ullam praesentium.,-429.07,
6093,2025-12-27,Despesa,Receita,Quasi a iure exercitationem.,-4243.59,
6094,2025-12-25,Receita,Logística,Vero a repellendus.,5490.92,
6095,2025-02-26,Receita,Logística,Necessitatibus dicta quas officia animi.,-3826.26,
6096,2025-12-13,Despesa,Tecnologia,Sed non magni.,-375.02,PED-90254
6097,2024-12-13,Despesa,Marketing,Ex odit dicta.,2154.61,PED-57444
6098,2025-10-11,Receita,Logística,Nisi voluptatibus veritatis expedita.,-3018.21,
6099,2025-03-09,receita,Tecnologia,Facere quae magni fugit aperiam.,10894.29,PED-82677
6100,2025-11-20,receita,Marketing,Id minima aperiam.,995.34,PED-36765
6101,2024-02-10,Receita,Tecnologia,Autem aspernatur.,9239.38,PED-31376
6102,2024-03-21,Despesa,Logística,Debitis corporis repudiandae.,9582.76,
6103,2024-09-22,Receita,Tecnologia,Laboriosam dolores labore provident.,538.4,PED-89305
6104,2025-06-04,receita,Logística,Quos in beatae alias.,-3809.41,
6105,2024-03-29,receita,RH,Voluptate deserunt aspernatur neque.,-1437.25,PED-43897
6106,2024-03-19,Receita,Tecnologia,Ducimus distinctio distinctio at.,2460.67,
6107,2024-10-19,Despesa,Tecnologia,Qui dolorum doloribus doloremque pariatur.,-1195.54,PED-27874
6108,2024-12-23,Receita,Logística,Aperiam magni dolorum quis.,11719.1,PED-90022
6109,2024-11-26,Despesa,RH,Est dolore adipisci.,2326.9,PED-66837
6110,2024-05-29,receita,Tecnologia,Numquam repellat laborum.,2777.88,PED-85941
6111,2025-02-05,receita,Marketing,Similique est perferendis voluptas repellat.,171.66,PED-23958
6112,2025-11-05,Despesa,Receita,Rem dolor illo nesciunt magni.,-7555.02,
6113,2025-06-24,Receita,Logística,Amet aspernatur facere.,4424.51,
6114,2025-04-08,Receita,marketing,Mollitia ex cum asperiores iusto.,7968.42,PED-44171
6115,2024-09-24,Receita,Logística,Sunt provident optio.,-156.22,PED-56988
6116,2024-03-18,receita,Receita,Placeat minima.,-1484.15,PED-95540
6117,2024-04-04,Receita,Tecnologia,Quos nisi quaerat.,6559.43,
6118,2024-11-10,Despesa,Marketing,Laborum facere eos.,-312.81,PED-96794
6119,2024-08-05,receita,Tecnologia,Repellendus ut quos.,9736.37,
6120,2025-08-14,Receita,Logística,Dolores cum aliquid.,5885.88,PED-58226
6121,2025-09-19,Despesa,Tecnologia,Ipsa rerum sequi dolore accusantium.,-1446.68,PED-46469
6122,2024-06-18,Receita,Receita,Sequi illum consectetur.,-1297.53,PED-63603
6123,2025-04-06,Despesa,Tecnologia,Fugit omnis perferendis asperiores.,7819.76,PED-40058
6124,2024-10-21,receita,Logística,Cum est.,-7088.78,
6125,2024-04-08,Despesa,RH,In repudiandae dolorum dolorem.,-6557.98,
6126,2025-08-30,receita,RH,Asperiores atque eaque expedita.,-5512.57,
6127,2024-04-22,receita,Marketing,In hic.,11606.75,
6128,2025-03-09,Despesa,Logística,Nostrum iusto molestiae delectus aperiam.,9425.87,PED-74291
6129,2025-09-16,Despesa,marketing,Natus debitis voluptatibus dignissimos.,7111.4,
6130,2024-10-16,Despesa,RH,Vero modi inventore.,7211.82,PED-42685
6131,2024-10-12,Despesa,marketing,Porro doloribus debitis.,7174.82,
6132,2025-05-28,Despesa,RH,Nemo veniam magni.,-4082.75,PED-77128
6133,2025-08-31,Receita,Marketing,Unde amet praesentium deleniti.,6401.81,
6134,2024-06-09,Receita,marketing,Odit neque consequuntur in maxime.,785.5,PED-85773
6135,2026-01-10,Despesa,Logística,Temporibus tenetur ipsa.,-6318.82,
6136,2024-10-05,Receita,Logística,Exercitationem ea pariatur.,4854.01,PED-76022
6137,2024-11-04,Receita,Receita,Eaque aspernatur quis dolorum excepturi.,1794.51,PED-55911
6138,2025-02-23,receita,Marketing,Sapiente nam libero sunt mollitia.,9830.67,PED-60763
6139,2024-12-24,receita,marketing,Illo tempora.,-6967.89,PED-35467
6140,2025-12-27,Receita,Logística,Id explicabo.,-1919.11,
6141,2024-12-16,Despesa,Tecnologia,Necessitatibus ipsa eligendi deleniti.,-2836.7,PED-76672
6142,2024-11-29,Despesa,Receita,Esse quo sint nisi.,6374.62,
6143,2025-09-10,Despesa,Marketing,Suscipit sint voluptatem animi.,5485.3,
6144,2024-06-17,Receita,Logística,Iure omnis neque.,794.89,
6145,2025-08-08,receita,Receita,Repudiandae quibusdam.,8844.24,PED-16267
6146,2024-12-14,Receita,Marketing,Quis corrupti minima atque.,9718.18,PED-49512
6147,2024-03-24,receita,RH,Non reiciendis delectus.,1231.02,
6148,2025-01-26,Despesa,RH,Pariatur facere fuga consequatur.,9803.84,
6149,2025-06-08,receita,RH,Amet officia.,2763.66,PED-15392
6150,2024-05-24,receita,Logística,Voluptates a adipisci molestiae.,7671.13,PED-59064
6151,2025-05-09,Despesa,Logística,Inventore neque veniam.,5001.26,PED-47389
6152,2024-11-03,Receita,Tecnologia,Et dolor omnis voluptatum.,-917.17,PED-34937
6153,2024-09-01,Despesa,RH,Amet debitis earum sequi.,7744.23,
6154,2025-02-11,receita,RH,Temporibus voluptatibus vel quam atque.,1314.62,PED-83082
6155,2024-08-01,receita,Marketing,Unde reprehenderit.,-2697.23,
6156,2025-03-29,receita,RH,Adipisci sapiente corrupti.,1344.92,PED-20553
6157,2025-11-09,Despesa,RH,Officiis aspernatur magni dicta libero.,-985.35,
6158,2026-01-15,Receita,Logística,Voluptatum molestias distinctio.,7087.62,
6159,2025-02-09,Receita,Tecnologia,Esse atque.,3767.21,
6160,2025-10-23,Despesa,Logística,Quos odit veritatis odit.,6769.5,PED-63613
6161,2025-02-06,receita,Logística,Itaque accusantium nihil.,6519.45,
6162,2024-02-04,Despesa,Logística,Est ducimus impedit eos.,6447.03,
6163,2024-11-17,Despesa,Logística,Excepturi dolor esse ipsam nemo.,5093.88,PED-65399
6164,2024-02-17,Receita,Logística,Dicta dolores.,11076.62,
6165,2025-03-22,receita,RH,Blanditiis eum cumque.,11677.07,
6166,2024-05-11,Receita,Logística,Accusamus cupiditate neque magnam.,1328.3,
6167,2024-07-21,Receita,Marketing,Assumenda praesentium dignissimos.,6712.25,PED-50326
6168,2024-04-25,receita,Marketing,Inventore voluptates numquam eaque possimus.,-6426.71,PED-88361
6169,2024-05-29,receita,Marketing,Dolore dolorum ipsum.,-6264.73,PED-23343
6170,2024-10-02,Despesa,marketing,Dolore consequuntur maxime.,6977.52,PED-68696
6171,2025-10-20,receita,RH,Iusto quaerat laudantium.,-6469.98,PED-50162
6172,2024-08-18,receita,RH,Velit temporibus iure neque.,10466.34,PED-76941
6173,2024-07-25,Despesa,RH,Aspernatur consequatur possimus quia consequatur.,5378.59,PED-46787
6174,2024-10-23,Despesa,Tecnologia,Eaque ducimus laboriosam fugiat.,232.17,PED-97977
6175,2025-11-09,Despesa,marketing,Accusamus vel ducimus.,6163.4,PED-12073
6176,2024-12-14,Despesa,marketing,Excepturi ratione repellendus nihil veniam.,-622.8,PED-54969
6177,2024-04-29,Receita,Tecnologia,A voluptatem minus quasi.,4838.08,PED-18886
6178,2024-04-05,Despesa,marketing,Totam iste cupiditate dignissimos blanditiis.,6027.67,
6179,2025-12-13,Despesa,marketing,Facilis odio iure ipsam placeat.,3485.03,PED-34370
6180,2025-07-23,receita,Logística,Hic aliquam.,9107.31,PED-51359
6181,2024-06-09,receita,Receita,Fugit nemo cumque.,-3160.62,PED-80127
6182,2024-05-19,Receita,marketing,Nisi nulla praesentium.,-6658.29,PED-17182
6183,2025-09-02,Receita,marketing,Eaque sequi distinctio.,9513.41,PED-79721
6184,2025-12-30,receita,Marketing,Voluptatum autem a.,-1833.46,PED-50308
6185,2024-11-18,Receita,marketing,Illo numquam perferendis molestias.,3035.27,PED-21834
6186,2024-09-24,receita,Receita,Et quas.,6812.99,
6187,2024-09-23,receita,RH,Architecto delectus necessitatibus similique voluptates.,-2015.35,
6188,2024-08-27,Receita,marketing,Error quod fugit.,-1453.71,PED-44400
6189,2025-02-22,Receita,Marketing,Nulla corporis.,10600.46,
6190,2024-04-07,Despesa,marketing,Neque architecto recusandae molestias.,7661.82,
6191,2024-12-05,receita,Marketing,Aperiam nisi quas deserunt.,2745.41,PED-99385
6192,2025-11-25,receita,Logística,Aliquam dolorem nesciunt.,10513.42,PED-75129
6193,2025-03-01,receita,Marketing,Tempore est et laboriosam.,-3924.26,PED-36680
6194,2025-12-04,Receita,Tecnologia,Neque fugiat aut esse.,5486.32,
6195,2024-12-28,receita,Tecnologia,Debitis culpa rerum laudantium.,-522.24,PED-45066
6196,2024-09-19,receita,Tecnologia,At quod.,8294.3,
6197,2025-03-21,Despesa,Tecnologia,Deserunt est labore animi magnam.,7516.4,
6198,2025-09-16,Despesa,Marketing,Iure ipsam dolore.,1779.19,PED-88946
6199,2024-04-21,receita,Tecnologia,Sed qui vero officia.,8134.62,PED-17587
6200,2025-06-27,Despesa,Receita,Amet minima nihil eum.,7873.06,
6201,2024-09-26,Despesa,RH,Dolore unde.,-1394.16,
6202,2025-03-07,receita,RH,A porro eveniet nihil.,-1096.76,
6203,2024-08-26,Receita,Tecnologia,Adipisci esse nisi vitae.,-3889.32,
6204,2025-08-27,receita,Tecnologia,Mollitia officia et.,7244.09,
6205,2024-04-21,Despesa,Receita,Doloribus eaque.,7308.59,
6206,2024-07-23,Despesa,Marketing,Quod dignissimos magnam laboriosam.,8382.48,
6207,2024-11-15,receita,marketing,Quibusdam doloribus sunt.,6071.55,PED-32681
6208,2026-01-05,Receita,Marketing,Temporibus omnis hic neque dolorem.,5782.75,PED-58493
6209,2026-01-15,Despesa,marketing,Amet enim explicabo.,11561.5,
6210,2025-06-14,Receita,Marketing,Doloremque laboriosam odit.,2300.21,PED-30281
6211,2025-05-13,Receita,Logística,Vitae vero ipsum ea necessitatibus.,-6186.44,PED-21423
6212,2024-10-13,Despesa,RH,Ad reprehenderit quaerat.,-6237.58,
6213,2024-10-31,receita,Receita,Repellendus maiores dicta eligendi.,-872.83,
6214,2025-09-04,Receita,Logística,Minima magni.,-3530.86,
6215,2025-01-27,receita,Logística,Sapiente soluta cumque quasi dignissimos.,-7794.75,
6216,2025-04-29,Despesa,Receita,Deleniti placeat dolor architecto.,-6003.83,PED-16219
6217,2025-10-02,receita,Tecnologia,Ducimus odio officiis.,2980.59,PED-96985
6218,2024-07-20,receita,RH,Quo nisi corrupti eligendi.,135.54,
6219,2025-05-14,Despesa,Logística,Amet ipsa accusantium magnam eligendi.,-1489.27,
6220,2025-03-31,Despesa,Receita,Amet repudiandae ex.,11475.07,
6221,2025-10-20,Receita,RH,Explicabo voluptas.,10775.19,PED-88374
6222,2024-11-15,receita,marketing,Ducimus numquam beatae voluptates.,-6898.47,
6223,2026-01-08,Despesa,Receita,Ipsam non ut dignissimos sint.,8073.83,PED-13002
6224,2025-03-29,Receita,Receita,Quis quis atque.,6964.26,PED-93979
6225,2025-09-08,Despesa,Tecnologia,Sequi iusto porro ex iure.,-6134.33,
6226,2024-04-23,Receita,Receita,Cum quae molestias quo.,-2998.83,PED-26187
6227,2024-09-05,Despesa,marketing,Iste voluptatibus voluptas repellendus iusto.,348.06,
6228,2024-12-17,Receita,Receita,Maxime fugit et.,-6325.63,PED-75433
6229,2025-02-08,Despesa,RH,Quidem dolor.,-4590.02,PED-59942
6230,2026-01-03,Receita,Marketing,Consectetur non quaerat.,2581.56,PED-92762
6231,2025-05-31,receita,Tecnologia,Quisquam id unde inventore.,7992.62,
6232,2024-03-25,Receita,Logística,Nisi in.,3374.06,PED-28238
6233,2025-06-03,receita,marketing,Hic ut animi.,7201.27,PED-82255
6234,2025-04-28,Receita,Receita,Cupiditate nesciunt.,-3975.27,
6235,2024-05-05,Receita,Receita,Animi omnis iste.,5220.16,PED-45039
6236,2024-09-28,Despesa,RH,Incidunt officia facere numquam.,6700.32,
6237,2024-10-25,Despesa,RH,Rem assumenda.,10785.51,PED-28972
6238,2025-04-30,Receita,Logística,Necessitatibus sint.,-1306.46,PED-15858
6239,2025-07-12,Despesa,Tecnologia,Ipsum excepturi.,9691.68,
6240,2025-11-21,Despesa,marketing,Excepturi magni.,10270.55,PED-77634
