id_compra,id_fornecedor,id_produto,data_compra,quantidade,preco_unitario,valor_total
1714,56,581,2024-12-21,446,707.61,315593.2
1715,31,178,2025-11-16,355,493.72,175269.88
1716,92,588,2025-07-17,84,667.52,56071.29
1717,77,475,2024-02-05,503,109.98,55317.92
1718,106,456,2025-07-19,338,503.14,170060.72
1719,52,72,2025-02-07,185,282.77,52312.06
1720,77,790,2025-10-01,116,619.47,71858.95
1721,83,677,2024-12-19,393,300.05,117918.92
1722,105,143,2024-11-02,67,88.76,5946.61
1723,82,1,2024-08-10,599,813.7,487408.91
1724,58,545,2024-04-01,155,597.51,92613.46
1725,74,458,2025-04-05,303,355.86,107826.95
1726,113,325,2025-06-05,205,191.45,39247.3
1727,117,696,2025-07-16,311,516.69,160689.52
1728,120,446,2025-04-25,316,827.3,261427.89
1729,75,9,2025-10-19,357,891.34,318207.67
1730,17,302,2025-03-12,527,368.54,194222.74
1731,71,55,2025-05-13,68,337.35,22939.58
1732,106,368,2026-01-29,5,635.39,3176.96
1733,111,32,2025-04-26,117,776.23,90819.27
1734,76,404,2024-02-28,245,393.09,96307.11
1735,52,391,2025-12-16,330,642.9,212157.69
1736,85,178,2024-11-23,450,494.25,222410.68
1737,72,394,2025-06-11,491,132.05,64836.27
1738,20,296,2026-01-07,373,757.25,282453.03
1739,10,664,2024-07-27,133,127.78,16994.14
1740,114,499,2025-10-15,21,136.44,2865.33
1741,18,87,2025-11-24,452,877.68,396710.33
1742,54,467,2025-07-08,145,580.88,84227.7
1743,59,522,2024-06-23,440,563.94,248132.56
1744,58,394,2025-04-03,439,500.43,219688.17
1745,55,620,2025-03-20,368,209.36,77044.81
1746,109,749,2025-08-08,12,523.52,6282.25
1747,35,421,2024-05-25,247,643.22,158875.33
1748,5,39,2024-09-23,564,522.11,294467.95
1749,48,116,2025-04-28,586,439.08,257298.05
1750,89,82,2026-01-06,599,437.53,262078.89
1751,68,769,2024-12-21,150,659.33,98898.82
1752,11,536,2024-05-29,291,422.72,123012.45
1753,81,760,2024-05-10,95,226.75,21540.9
1754,70,594,2025-04-03,84,618.19,51928.3
1755,116,352,2025-03-20,324,554.83,179765.21
1756,61,465,2024-02-07,552,702.45,387750.3
1757,74,752,2024-11-16,529,816.2,431770.4
1758,103,302,2024-06-05,344,383.55,131939.95
1759,89,612,2025-08-13,301,157.42,47382.6
1760,73,267,2024-12-18,316,656.46,207440.97
1761,75,174,2024-11-12,67,569.34,38145.49
1762,38,756,2024-06-01,591,54.04,31940.56
1763,11,130,2024-03-12,32,263.84,8442.87
1764,101,285,2024-06-23,522,76.56,39964.91
1765,36,282,2025-08-31,263,126.22,33197.06
1766,15,619,2024-03-24,268,20.67,5539.31
1767,95,155,2024-03-15,183,819.84,150030.22
1768,23,268,2024-12-04,462,337.83,156078.39
1769,103,541,2024-07-14,246,440.55,108374.64
1770,11,149,2025-03-31,38,313.82,11925.18
1771,97,423,2024-04-29,162,755.15,122334.61
1772,57,744,2024-06-14,397,220.25,87438.9
1773,94,354,2025-03-29,176,196.08,34510.82
1774,97,119,2025-01-31,60,580.9,34853.81
1775,52,488,2025-09-20,58,157.5,9134.97
1776,97,546,2024-08-25,313,432.83,135475.63
1777,91,400,2024-03-04,244,346.78,84614.88
1778,68,446,2025-12-08,490,242.26,118708.2
1779,103,460,2025-02-21,17,265.6,4515.25
1780,68,700,2025-12-08,396,613.22,242833.58
1781,69,653,2024-12-12,47,94.85,4457.9
1782,56,626,2024-07-05,367,860.92,315956.11
1783,35,101,2025-10-22,284,306.79,87128.62
1784,51,473,2025-05-15,266,591.67,157385.34
1785,76,789,2024-12-30,252,663.01,167077.92
1786,87,707,2025-08-06,204,471.8,96246.68
1787,2,689,2025-10-19,189,287.44,54325.53
1788,2,422,2024-10-13,13,749.87,9748.27
1789,88,457,2025-09-26,105,476.54,50036.25
1790,37,258,2025-08-05,364,203.72,74153.85
1791,80,95,2025-11-28,202,38.37,7749.78
1792,85,223,2024-07-07,63,845.15,53244.25
1793,16,89,2025-03-01,129,639.6,82508.79
1794,98,664,2025-07-13,138,343.35,47382.98
1795,24,114,2024-05-12,584,724.45,423081.4
1796,60,677,2025-01-10,193,233.98,45157.27
1797,119,284,2024-03-24,82,577.79,47378.96
1798,86,789,2025-09-06,442,625.46,276454.01
1799,100,76,2024-05-30,336,237.54,79814.87
1800,49,398,2024-10-03,288,701.18,201939.41
