id_entrega,id_pedido,data_envio,data_prevista,data_entregue,transportadora,custo_frete_real,tentativas
4102,PED-15769,2024-08-26,2024-08-28,2024-08-29,correios,104.48,1
4103,PED-66221,2025-08-15,2025-08-27,2025-09-02,Jadlog,118.54,1
4104,PED-86892,2025-09-15,2025-09-17,2025-09-16,Correios,86.19,2
4105,PED-93767,2025-11-10,2025-11-12,2025-11-11,Correios,26.9,2
4106,PED-44379,2025-12-16,2025-12-18,2025-12-23,Jadlog,28.87,2
4107,PED-84504,2024-05-07,2024-05-16,2024-05-17,Total Express,99.89,3
4108,PED-85297,2024-08-12,2024-08-17,2024-08-14,correios,135.93,1
4109,PED-79919,2024-11-26,2024-11-28,2024-12-03,Total Express,13.68,4
4110,PED-48702,2024-04-12,2024-04-19,2024-04-22,Jadlog,42.03,3
4111,PED-27965,2025-03-29,2025-04-10,2025-04-15,Correios,50.11,3
4112,PED-39508,2025-01-05,2025-01-11,2025-01-12,Correios,24.41,1
4113,PED-25830,2024-12-01,2024-12-13,2024-12-17,Total Express,53.92,3
4114,PED-47144,2024-07-25,2024-08-04,2024-08-03,Jadlog,108.6,4
4115,PED-32003,2025-04-18,2025-04-26,2025-04-24,Jadlog,27.72,4
4116,PED-16859,2024-10-13,2024-10-24,2024-10-27,Jadlog,100.32,4
4117,PED-63528,2024-03-31,2024-04-02,2024-04-01,Correios,115.03,2
4118,PED-65450,2024-03-22,2024-03-28,2024-04-01,Correios,67.09,3
4119,PED-30219,2025-06-13,2025-06-22,2025-06-28,Total Express,127.04,4
4120,PED-35787,2025-06-17,2025-06-19,2025-06-17,Jadlog,113.57,1
4121,PED-57863,2025-10-22,2025-10-29,2025-11-02,Correios,17.37,2
4122,PED-18893,2024-10-04,2024-10-16,2024-10-12,Total Express,38.41,1
4123,PED-22306,2025-09-06,2025-09-14,2025-09-17,Jadlog,63.87,3
4124,PED-84983,2025-03-06,2025-03-16,2025-03-19,Correios,57.29,2
4125,PED-19837,2024-08-07,2024-08-13,2024-08-13,correios,40.38,3
4126,PED-84339,2024-09-20,2024-09-26,2024-09-29,Jadlog,15.47,4
4127,PED-38022,2025-10-03,2025-10-09,2025-10-10,Correios,97.76,3
4128,PED-17132,2024-09-22,2024-10-01,2024-10-06,Jadlog,103.39,1
4129,PED-94277,2024-12-13,2024-12-24,2024-12-21,Total Express,65.38,3
4130,PED-38155,2024-03-29,2024-04-06,2024-04-11,Total Express,51.57,1
4131,PED-35533,2025-10-14,2025-10-24,2025-10-23,Jadlog,102.18,4
4132,PED-97890,2024-12-08,2024-12-14,2024-12-20,Total Express,60.27,1
4133,PED-71434,2024-06-24,2024-07-01,2024-07-07,Correios,109.9,2
4134,PED-21626,2024-08-16,2024-08-25,2024-08-28,Jadlog,40.26,1
4135,PED-83880,2025-03-19,2025-03-31,2025-03-28,correios,29.64,3
4136,PED-41705,2025-12-13,2025-12-21,2025-12-24,correios,33.03,2
4137,PED-37879,2024-03-13,2024-03-24,2024-03-27,correios,35.76,4
4138,PED-15232,2025-10-06,2025-10-12,2025-10-12,correios,122.65,2
4139,PED-31478,2025-08-24,2025-08-31,2025-08-30,Total Express,131.39,4
4140,PED-87822,2024-10-05,2024-10-13,2024-10-18,correios,42.09,4
4141,PED-91520,2025-01-15,2025-01-24,2025-01-23,correios,37.55,3
4142,PED-16125,2025-01-02,2025-01-14,2025-01-12,correios,39.46,2
4143,PED-22310,2025-09-13,2025-09-15,2025-09-20,Jadlog,98.91,1
4144,PED-90851,2025-12-13,2025-12-16,2025-12-18,correios,38.09,2
4145,PED-48448,2025-05-12,2025-05-22,2025-05-22,correios,36.04,3
4146,PED-19253,2026-01-17,2026-01-26,2026-02-01,correios,125.41,1
4147,PED-53437,2024-12-26,2025-01-07,2025-01-10,Jadlog,121.79,3
4148,PED-26624,2025-09-10,2025-09-16,2025-09-17,Total Express,15.6,4
4149,PED-84500,2024-03-25,2024-04-01,2024-04-03,Correios,34.63,2
4150,PED-10495,2024-05-22,2024-05-25,2024-05-21,Total Express,112.1,2
4151,PED-30280,2024-06-23,2024-06-28,2024-07-04,correios,110.1,4
4152,PED-26814,2024-10-10,2024-10-22,2024-10-20,Total Express,67.32,4
4153,PED-19887,2024-11-05,2024-11-10,2024-11-09,Total Express,125.04,1
4154,PED-49156,2024-06-30,2024-07-08,2024-07-10,Total Express,11.73,4
4155,PED-83205,2024-10-04,2024-10-06,2024-10-05,Jadlog,14.91,4
4156,PED-90525,2024-05-25,2024-05-27,2024-05-28,Jadlog,30.37,3
4157,PED-47704,2025-02-15,2025-02-19,2025-02-25,Correios,104.09,1
4158,PED-48995,2025-05-30,2025-06-11,2025-06-14,Correios,25.46,4
4159,PED-98525,2025-05-23,2025-05-29,2025-05-25,Total Express,70.47,3
4160,PED-66102,2025-05-14,2025-05-24,2025-05-22,Total Express,63.47,3
4161,PED-66321,2025-10-10,2025-10-21,2025-10-17,correios,9.82,1
4162,PED-35022,2024-09-20,2024-09-25,2024-09-27,Jadlog,91.73,4
4163,PED-19302,2024-11-12,2024-11-18,2024-11-20,Jadlog,83.73,3
4164,PED-73661,2026-01-19,2026-01-26,2026-01-31,correios,21.79,2
4165,PED-99049,2026-01-26,2026-02-06,2026-02-11,Total Express,106.81,3
4166,PED-43775,2025-08-24,2025-09-04,2025-09-01,Total Express,12.54,3
4167,PED-46974,2024-12-10,2024-12-17,2024-12-13,correios,26.87,4
4168,PED-38374,2025-05-11,2025-05-19,2025-05-19,correios,25.4,2
4169,PED-59939,2025-07-23,2025-08-03,2025-08-03,Correios,25.26,2
4170,PED-79948,2024-04-12,2024-04-22,2024-04-27,Correios,95.19,1
4171,PED-47790,2024-08-22,2024-08-29,2024-09-03,Jadlog,38.09,1
4172,PED-33914,2025-10-29,2025-10-31,2025-10-28,Total Express,65.68,2
4173,PED-87539,2025-04-20,2025-04-24,2025-04-23,Jadlog,131.95,3
4174,PED-31183,2024-07-26,2024-07-30,2024-08-05,Jadlog,60.5,4
4175,PED-18416,2025-03-26,2025-04-05,2025-04-08,correios,127.99,2
4176,PED-78925,2024-10-20,2024-10-25,2024-10-28,Total Express,15.63,3
4177,PED-78440,2025-05-23,2025-05-26,2025-05-28,Correios,58.74,1
4178,PED-85436,2024-09-26,2024-10-01,2024-10-01,Jadlog,60.91,4
4179,PED-80317,2025-07-25,2025-08-05,2025-08-10,Jadlog,59.67,3
4180,PED-68172,2025-02-19,2025-03-01,2025-03-03,Jadlog,82.89,4
4181,PED-80985,2025-08-06,2025-08-11,2025-08-17,correios,136.18,4
4182,PED-61769,2025-08-11,2025-08-15,2025-08-14,Correios,14.69,1
4183,PED-64680,2025-05-08,2025-05-19,2025-05-17,Correios,58.71,2
4184,PED-64879,2025-05-16,2025-05-18,2025-05-15,Jadlog,55.04,3
4185,PED-76396,2025-03-24,2025-04-02,2025-04-08,Total Express,133.54,3
4186,PED-78516,2024-07-22,2024-07-31,2024-08-06,Total Express,50.57,3
4187,PED-23090,2024-05-03,2024-05-12,2024-05-13,correios,41.63,4
4188,PED-10897,2025-01-26,2025-02-01,2025-01-28,Correios,59.01,4
4189,PED-64385,2024-07-30,2024-08-06,2024-08-10,correios,46.43,1
4190,PED-64358,2024-06-22,2024-06-29,2024-06-26,Total Express,54.58,3
4191,PED-32953,2025-11-06,2025-11-09,2025-11-07,Jadlog,121.73,3
4192,PED-87165,2025-09-08,2025-09-11,2025-09-15,Total Express,131.15,1
4193,PED-36422,2025-09-02,2025-09-06,2025-09-05,Total Express,128.4,4
4194,PED-40589,2024-12-02,2024-12-04,2024-12-08,Jadlog,116.32,1
4195,PED-12605,2025-06-26,2025-06-29,2025-07-02,correios,61.88,1
4196,PED-45098,2025-07-10,2025-07-21,2025-07-21,correios,128.95,4
4197,PED-15927,2025-01-18,2025-01-20,2025-01-18,Jadlog,104.53,2
4198,PED-46435,2024-10-20,2024-10-22,2024-10-27,Correios,36.06,1
4199,PED-93620,2025-09-12,2025-09-23,2025-09-25,Correios,116.72,4
4200,PED-85478,2024-09-02,2024-09-13,2024-09-16,Total Express,25.81,3
4201,PED-82776,2025-12-06,2025-12-13,2025-12-11,Jadlog,22.46,3
4202,PED-45428,2024-12-17,2024-12-25,2024-12-30,Correios,47.44,1
4203,PED-56391,2025-10-28,2025-11-06,2025-11-05,Total Express,107.24,4
4204,PED-11856,2024-08-18,2024-08-24,2024-08-28,Jadlog,73.77,2
4205,PED-98713,2024-03-17,2024-03-28,2024-03-28,Correios,125.25,1
4206,PED-66648,2025-08-20,2025-08-24,2025-08-30,Correios,30.25,3
4207,PED-95285,2025-09-05,2025-09-11,2025-09-09,Correios,113.79,1
4208,PED-88704,2024-05-20,2024-05-27,2024-05-31,correios,51.84,3
4209,PED-71426,2026-01-09,2026-01-20,2026-01-16,correios,119.46,2
4210,PED-22631,2024-10-17,2024-10-19,2024-10-18,Total Express,95.78,4
4211,PED-67250,2024-07-01,2024-07-07,2024-07-11,Total Express,55.86,3
4212,PED-50470,2025-04-02,2025-04-05,2025-04-11,Correios,75.78,4
4213,PED-78508,2024-11-09,2024-11-15,2024-11-21,correios,34.59,2
4214,PED-94067,2025-08-26,2025-09-06,2025-09-07,Total Express,99.92,3
4215,PED-65087,2025-01-08,2025-01-11,2025-01-16,correios,40.3,2
4216,PED-14080,2025-12-10,2025-12-14,2025-12-16,Jadlog,103.38,4
4217,PED-31724,2024-09-01,2024-09-12,2024-09-12,Total Express,63.44,4
4218,PED-37497,2025-09-01,2025-09-07,2025-09-11,Correios,120.11,4
4219,PED-60324,2024-09-19,2024-09-24,2024-09-20,Total Express,32.0,2
4220,PED-99310,2024-08-09,2024-08-21,2024-08-27,Correios,57.04,1
4221,PED-75621,2024-11-10,2024-11-19,2024-11-23,correios,46.93,2
4222,PED-54549,2025-12-30,2026-01-07,2026-01-08,Jadlog,62.69,1
4223,PED-40876,2025-02-03,2025-02-11,2025-02-09,correios,68.74,2
4224,PED-72096,2025-02-27,2025-03-04,2025-03-10,Correios,67.44,1
4225,PED-39884,2025-08-21,2025-08-25,2025-08-23,Total Express,97.67,1
4226,PED-51465,2024-04-07,2024-04-09,2024-04-11,Jadlog,123.23,4
4227,PED-82376,2024-10-12,2024-10-14,2024-10-20,Jadlog,114.91,4
4228,PED-44011,2025-11-05,2025-11-16,2025-11-17,Correios,90.78,4
4229,PED-51151,2024-12-19,2024-12-27,2024-12-30,Jadlog,34.73,1
4230,PED-91830,2025-08-11,2025-08-21,2025-08-25,Correios,119.28,2
4231,PED-18691,2026-01-04,2026-01-13,2026-01-17,Jadlog,84.98,3
4232,PED-17612,2024-11-14,2024-11-23,2024-11-28,Jadlog,56.79,4
4233,PED-82080,2025-03-18,2025-03-22,2025-03-24,correios,74.73,4
4234,PED-78829,2024-12-12,2024-12-20,2024-12-19,Correios,121.68,1
4235,PED-62244,2024-03-22,2024-04-03,2024-04-06,Correios,27.92,4
4236,PED-33646,2025-05-22,2025-06-03,2025-05-31,Correios,131.51,1
4237,PED-21562,2026-01-11,2026-01-23,2026-01-24,Correios,28.42,4
4238,PED-76944,2024-02-08,2024-02-20,2024-02-17,correios,115.64,1
4239,PED-10923,2025-08-09,2025-08-21,2025-08-24,Total Express,59.22,1
4240,PED-69596,2024-08-31,2024-09-03,2024-08-30,correios,36.97,2
4241,PED-28871,2025-02-06,2025-02-17,2025-02-21,Total Express,81.03,2
4242,PED-77027,2025-08-08,2025-08-13,2025-08-13,Total Express,95.3,4
4243,PED-51442,2025-10-16,2025-10-18,2025-10-17,Correios,63.54,3
4244,PED-90502,2025-05-04,2025-05-13,2025-05-17,Total Express,121.82,2
4245,PED-56440,2024-07-03,2024-07-08,2024-07-09,Total Express,9.75,4
4246,PED-23311,2025-04-04,2025-04-13,2025-04-12,correios,118.86,2
4247,PED-53158,2025-05-05,2025-05-08,2025-05-09,Jadlog,91.44,3
4248,PED-14290,2024-03-14,2024-03-23,2024-03-29,Jadlog,24.76,1
4249,PED-90985,2025-07-01,2025-07-11,2025-07-14,correios,76.19,3
4250,PED-50786,2024-09-26,2024-10-02,2024-09-28,Jadlog,137.6,2
4251,PED-50811,2025-10-01,2025-10-04,2025-10-01,Correios,48.73,4
4252,PED-23422,2024-08-03,2024-08-05,2024-08-11,correios,131.58,3
4253,PED-62506,2025-05-07,2025-05-09,2025-05-08,Total Express,23.03,4
4254,PED-19784,2024-12-10,2024-12-20,2024-12-25,Correios,84.93,4
4255,PED-68511,2024-04-26,2024-05-05,2024-05-10,Correios,123.33,2
4256,PED-49656,2024-07-16,2024-07-21,2024-07-27,Jadlog,55.15,3
4257,PED-72000,2024-09-11,2024-09-17,2024-09-19,Jadlog,11.27,2
4258,PED-49080,2025-05-21,2025-05-29,2025-05-31,Correios,16.76,2
4259,PED-51851,2026-01-23,2026-01-27,2026-02-01,Total Express,36.86,4
4260,PED-37303,2024-12-13,2024-12-23,2024-12-29,Correios,54.87,4
4261,PED-30993,2024-07-23,2024-07-30,2024-08-02,correios,95.46,2
4262,PED-61577,2025-05-10,2025-05-13,2025-05-17,correios,101.81,2
4263,PED-53440,2024-07-05,2024-07-16,2024-07-13,Jadlog,129.67,3
4264,PED-39723,2024-09-23,2024-10-05,2024-10-03,correios,31.11,1
4265,PED-19040,2024-03-18,2024-03-26,2024-03-27,Jadlog,90.74,3
4266,PED-86425,2024-03-12,2024-03-22,2024-03-21,Total Express,113.22,1
4267,PED-49307,2024-12-27,2025-01-05,2025-01-04,Jadlog,112.9,4
4268,PED-33158,2025-12-25,2025-12-31,2026-01-02,Correios,53.59,3
4269,PED-95236,2025-07-26,2025-08-05,2025-08-05,Correios,129.65,4
4270,PED-25060,2026-01-31,2026-02-06,2026-02-11,Total Express,16.4,1
4271,PED-31176,2024-09-06,2024-09-13,2024-09-09,correios,18.15,1
4272,PED-82327,2024-12-20,2024-12-28,2025-01-02,Correios,93.21,3
4273,PED-49302,2024-10-07,2024-10-10,2024-10-09,Jadlog,96.13,4
4274,PED-43442,2024-11-17,2024-11-19,2024-11-24,correios,99.61,4
4275,PED-26837,2024-10-29,2024-11-04,2024-10-31,correios,78.75,3
4276,PED-41636,2024-04-16,2024-04-28,2024-05-04,correios,109.73,1
4277,PED-93154,2024-06-13,2024-06-17,2024-06-19,Jadlog,135.94,1
4278,PED-86695,2024-04-22,2024-05-03,2024-05-09,Total Express,101.33,2
4279,PED-34721,2025-09-29,2025-10-02,2025-10-06,Total Express,57.78,4
4280,PED-59486,2025-08-08,2025-08-11,2025-08-16,Total Express,62.63,1
4281,PED-51084,2026-01-12,2026-01-14,2026-01-12,Total Express,128.82,3
4282,PED-27619,2024-12-19,2024-12-23,2024-12-19,correios,25.64,2
4283,PED-87120,2025-09-22,2025-09-28,2025-10-03,Correios,17.55,2
4284,PED-82578,2024-02-25,2024-03-05,2024-03-07,correios,125.63,4
4285,PED-12116,2025-12-06,2025-12-13,2025-12-18,Correios,70.61,4
4286,PED-52912,2024-06-08,2024-06-19,2024-06-16,correios,91.91,3
4287,PED-45959,2025-10-04,2025-10-12,2025-10-09,Jadlog,11.55,2
4288,PED-55935,2024-10-30,2024-11-04,2024-11-03,Correios,68.45,4
4289,PED-50261,2024-03-12,2024-03-19,2024-03-21,correios,122.65,4
4290,PED-82035,2026-01-07,2026-01-09,2026-01-06,Total Express,40.52,2
4291,PED-18714,2024-05-06,2024-05-14,2024-05-13,Jadlog,105.03,4
4292,PED-53890,2024-06-19,2024-06-30,2024-07-06,Jadlog,84.91,2
4293,PED-73696,2025-12-16,2025-12-28,2025-12-26,Total Express,57.58,3
4294,PED-89672,2026-01-29,2026-02-01,2026-02-01,Correios,11.48,3
4295,PED-53846,2025-10-31,2025-11-02,2025-10-31,Jadlog,16.39,2
4296,PED-99567,2025-01-13,2025-01-19,2025-01-19,Jadlog,123.5,4
4297,PED-33667,2026-01-28,2026-02-06,2026-02-04,correios,83.59,3
4298,PED-40595,2024-09-30,2024-10-09,2024-10-08,Correios,41.36,3
4299,PED-20969,2024-03-20,2024-03-26,2024-03-28,Jadlog,98.64,3
4300,PED-29505,2025-04-25,2025-05-06,2025-05-05,Jadlog,20.25,3
4301,PED-78941,2025-09-01,2025-09-12,2025-09-15,Total Express,85.83,3
4302,PED-27565,2025-11-21,2025-11-26,2025-11-23,Correios,46.22,3
4303,PED-67778,2025-09-19,2025-09-25,2025-09-24,Total Express,93.88,4
4304,PED-35469,2024-03-01,2024-03-04,2024-03-08,Correios,100.18,3
4305,PED-17834,2024-03-18,2024-03-28,2024-03-24,Correios,103.45,4
4306,PED-50897,2025-07-14,2025-07-19,2025-07-16,correios,84.86,3
4307,PED-42790,2025-07-28,2025-07-31,2025-07-28,correios,65.17,4
4308,PED-23616,2024-08-13,2024-08-17,2024-08-23,Correios,72.14,1
4309,PED-22755,2024-06-02,2024-06-12,2024-06-15,Correios,89.2,4
4310,PED-51953,2024-08-31,2024-09-12,2024-09-16,Total Express,47.76,3
4311,PED-63286,2024-03-18,2024-03-27,2024-03-23,Correios,26.85,4
4312,PED-35942,2025-11-27,2025-12-08,2025-12-14,correios,130.03,1
4313,PED-33488,2025-12-16,2025-12-23,2025-12-23,correios,9.62,1
4314,PED-35590,2024-02-25,2024-02-27,2024-02-25,Correios,32.42,4
4315,PED-53927,2024-03-13,2024-03-20,2024-03-26,Correios,97.14,2
4316,PED-22527,2025-03-13,2025-03-17,2025-03-17,Correios,46.18,2
4317,PED-63589,2025-06-03,2025-06-05,2025-06-07,Total Express,12.84,3
4318,PED-51911,2025-12-29,2026-01-01,2026-01-01,correios,10.52,4
4319,PED-36975,2024-12-25,2025-01-02,2025-01-01,correios,24.99,2
4320,PED-14129,2024-06-13,2024-06-19,2024-06-15,Jadlog,38.64,2
4321,PED-33081,2024-05-15,2024-05-19,2024-05-25,Correios,57.16,2
4322,PED-22531,2024-11-21,2024-12-03,2024-11-29,Correios,120.24,1
4323,PED-80016,2024-03-31,2024-04-05,2024-04-05,Jadlog,35.6,1
4324,PED-94114,2026-01-08,2026-01-13,2026-01-12,correios,56.0,4
4325,PED-30751,2024-04-30,2024-05-03,2024-05-02,correios,104.75,3
4326,PED-99033,2024-02-05,2024-02-12,2024-02-14,Jadlog,51.99,2
4327,PED-75614,2024-10-02,2024-10-08,2024-10-06,Total Express,47.39,3
4328,PED-66124,2024-02-05,2024-02-16,2024-02-19,Correios,30.87,4
4329,PED-45077,2025-12-15,2025-12-23,2025-12-22,correios,106.4,3
4330,PED-69482,2024-12-30,2025-01-04,2025-01-06,Total Express,90.51,2
4331,PED-85084,2024-04-17,2024-04-23,2024-04-29,Jadlog,31.41,4
4332,PED-63053,2024-02-29,2024-03-05,2024-03-06,Correios,52.17,2
4333,PED-58618,2025-09-08,2025-09-16,2025-09-18,Jadlog,82.28,1
4334,PED-61129,2024-05-02,2024-05-08,2024-05-11,correios,56.8,2
4335,PED-17940,2025-10-15,2025-10-27,2025-10-31,Total Express,62.98,1
4336,PED-58427,2024-11-19,2024-11-25,2024-11-28,correios,40.9,3
4337,PED-67872,2024-07-01,2024-07-05,2024-07-05,Jadlog,129.94,4
4338,PED-97414,2025-10-26,2025-11-03,2025-11-04,correios,52.62,4
4339,PED-85574,2025-01-07,2025-01-11,2025-01-17,Jadlog,106.73,2
4340,PED-60889,2025-04-15,2025-04-21,2025-04-20,Total Express,129.94,2
4341,PED-54401,2025-03-14,2025-03-20,2025-03-17,Total Express,18.8,4
4342,PED-35757,2025-04-02,2025-04-14,2025-04-16,correios,50.77,2
4343,PED-63847,2025-08-16,2025-08-28,2025-08-28,Jadlog,74.03,4
4344,PED-85726,2026-01-13,2026-01-18,2026-01-24,Correios,62.51,1
4345,PED-29282,2025-05-10,2025-05-18,2025-05-22,Jadlog,82.65,2
4346,PED-81614,2025-10-23,2025-11-03,2025-11-08,Correios,62.82,3
4347,PED-75548,2024-08-30,2024-09-04,2024-09-10,Correios,21.4,2
4348,PED-13830,2024-04-15,2024-04-24,2024-04-21,correios,11.05,2
4349,PED-59747,2024-10-02,2024-10-11,2024-10-09,Correios,70.24,2
4350,PED-45896,2024-11-13,2024-11-15,2024-11-12,Total Express,115.52,1
4351,PED-60672,2025-12-04,2025-12-14,2025-12-12,Jadlog,83.75,1
4352,PED-47417,2026-01-26,2026-01-30,2026-01-27,Total Express,111.46,3
4353,PED-34109,2024-07-28,2024-08-06,2024-08-08,Jadlog,92.8,2
4354,PED-31554,2024-06-03,2024-06-14,2024-06-20,Total Express,119.2,3
4355,PED-36884,2025-07-26,2025-08-02,2025-08-04,correios,86.92,4
4356,PED-87153,2024-04-20,2024-04-24,2024-04-29,Jadlog,9.5,4
4357,PED-76273,2025-09-07,2025-09-18,2025-09-18,Correios,139.14,1
4358,PED-64212,2024-07-05,2024-07-09,2024-07-15,Total Express,102.86,4
4359,PED-63739,2025-04-18,2025-04-21,2025-04-26,Total Express,138.62,1
4360,PED-82181,2024-12-19,2024-12-27,2025-01-02,correios,36.84,2
4361,PED-14307,2025-06-13,2025-06-24,2025-06-21,Correios,134.18,1
4362,PED-84870,2026-01-29,2026-02-02,2026-02-03,Correios,22.99,2
4363,PED-45665,2026-01-18,2026-01-29,2026-02-03,Correios,108.51,1
4364,PED-40359,2024-05-30,2024-06-04,2024-06-03,Jadlog,136.31,2
4365,PED-64953,2024-06-07,2024-06-16,2024-06-22,Total Express,94.7,2
4366,PED-79924,2024-12-05,2024-12-17,2024-12-17,Correios,45.15,3
4367,PED-19326,2024-02-25,2024-02-28,2024-02-24,Total Express,73.16,2
4368,PED-42905,2025-04-06,2025-04-08,2025-04-05,Correios,21.69,1
4369,PED-95780,2025-05-24,2025-05-30,2025-06-04,Correios,109.86,1
4370,PED-31174,2025-04-04,2025-04-10,2025-04-16,Correios,27.87,4
4371,PED-62979,2024-09-08,2024-09-16,2024-09-13,Correios,106.73,1
4372,PED-15184,2024-06-24,2024-07-05,2024-07-10,correios,46.54,1
4373,PED-75790,2024-03-18,2024-03-23,2024-03-23,Jadlog,47.91,3
4374,PED-37463,2025-02-07,2025-02-11,2025-02-07,Jadlog,34.07,4
4375,PED-84117,2024-05-05,2024-05-07,2024-05-10,Correios,72.11,1
4376,PED-60090,2024-04-16,2024-04-21,2024-04-25,Correios,18.54,4
4377,PED-74947,2024-04-10,2024-04-13,2024-04-10,Correios,34.83,2
4378,PED-99370,2025-03-29,2025-04-01,2025-04-06,Jadlog,130.26,1
4379,PED-70808,2025-09-05,2025-09-09,2025-09-09,Correios,29.33,1
4380,PED-25627,2024-02-17,2024-02-23,2024-02-20,correios,118.93,4
4381,PED-51564,2024-03-15,2024-03-27,2024-03-27,correios,127.94,1
4382,PED-67165,2024-11-27,2024-12-08,2024-12-07,Total Express,120.09,3
4383,PED-48609,2024-05-20,2024-05-29,2024-05-31,Total Express,32.75,1
4384,PED-20445,2024-04-27,2024-05-02,2024-05-06,Correios,129.17,4
4385,PED-24575,2025-04-10,2025-04-16,2025-04-21,Total Express,24.12,3
4386,PED-94071,2025-09-29,2025-10-03,2025-10-02,correios,23.7,3
4387,PED-41125,2025-01-28,2025-01-30,2025-01-27,Correios,129.45,2
4388,PED-63865,2025-11-24,2025-12-01,2025-11-27,Total Express,135.49,2
4389,PED-63283,2024-04-24,2024-05-02,2024-04-29,Jadlog,115.47,3
4390,PED-33003,2024-05-08,2024-05-12,2024-05-13,Total Express,105.63,1
4391,PED-92968,2024-12-30,2025-01-01,2024-12-30,Jadlog,45.36,1
4392,PED-81146,2024-04-25,2024-05-04,2024-05-09,Jadlog,76.72,3
4393,PED-89234,2024-03-09,2024-03-17,2024-03-19,Jadlog,74.88,2
4394,PED-58397,2024-11-22,2024-11-24,2024-11-20,Correios,85.99,3
4395,PED-55595,2024-10-27,2024-11-04,2024-11-07,Total Express,35.48,3
4396,PED-29089,2024-12-08,2024-12-18,2024-12-18,correios,67.17,1
4397,PED-61080,2025-07-31,2025-08-09,2025-08-07,Total Express,25.59,3
4398,PED-13393,2024-05-29,2024-06-06,2024-06-07,Jadlog,58.53,1
4399,PED-96944,2024-04-05,2024-04-14,2024-04-10,Correios,18.96,3
4400,PED-10667,2024-04-20,2024-04-23,2024-04-22,Total Express,75.22,4
4401,PED-15311,2025-03-10,2025-03-14,2025-03-14,Total Express,110.7,1
4402,PED-93646,2025-02-18,2025-02-20,2025-02-16,Total Express,62.01,1
4403,PED-23145,2025-05-21,2025-06-02,2025-06-02,Total Express,25.9,2
4404,PED-63430,2025-05-22,2025-05-24,2025-05-27,correios,33.37,1
4405,PED-96455,2024-09-15,2024-09-18,2024-09-19,correios,26.48,2
4406,PED-33721,2024-12-09,2024-12-19,2024-12-17,correios,81.4,3
4407,PED-46401,2025-04-29,2025-05-01,2025-05-05,Total Express,51.13,2
4408,PED-56912,2025-11-10,2025-11-20,2025-11-19,Jadlog,12.22,3
4409,PED-82645,2025-10-07,2025-10-10,2025-10-06,Jadlog,67.71,1
4410,PED-23340,2025-06-13,2025-06-18,2025-06-19,Correios,131.55,3
4411,PED-51211,2024-07-02,2024-07-14,2024-07-10,correios,50.07,4
4412,PED-94296,2024-06-22,2024-06-26,2024-06-24,correios,129.91,1
4413,PED-25421,2025-05-27,2025-06-04,2025-06-04,Jadlog,134.26,1
4414,PED-78706,2025-03-30,2025-04-10,2025-04-13,correios,11.86,1
4415,PED-49334,2025-05-25,2025-05-28,2025-05-24,Correios,90.11,3
4416,PED-20118,2025-11-03,2025-11-08,2025-11-08,Jadlog,123.05,2
4417,PED-95955,2025-07-22,2025-08-01,2025-07-29,Jadlog,46.0,4
4418,PED-92419,2025-07-31,2025-08-09,2025-08-09,correios,80.68,2
4419,PED-76838,2024-03-12,2024-03-15,2024-03-21,correios,10.98,2
4420,PED-83301,2025-12-24,2025-12-31,2026-01-03,Correios,96.93,2
4421,PED-86701,2024-08-07,2024-08-16,2024-08-20,Correios,96.13,1
4422,PED-91338,2024-10-22,2024-10-27,2024-11-02,Total Express,41.08,2
4423,PED-85459,2025-03-25,2025-04-02,2025-04-07,Correios,50.1,3
4424,PED-55151,2024-11-21,2024-12-01,2024-12-02,Total Express,111.52,3
4425,PED-46471,2024-10-23,2024-10-25,2024-10-29,correios,84.02,1
4426,PED-66351,2024-05-19,2024-05-27,2024-06-01,Correios,99.01,3
4427,PED-89657,2025-12-31,2026-01-04,2026-01-08,Total Express,9.95,1
4428,PED-53458,2024-04-22,2024-04-24,2024-04-26,Total Express,68.68,2
4429,PED-58661,2025-06-13,2025-06-22,2025-06-22,Total Express,125.97,1
4430,PED-28861,2024-12-08,2024-12-16,2024-12-17,Total Express,62.7,2
4431,PED-83418,2024-03-26,2024-04-03,2024-04-09,Correios,47.45,1
4432,PED-38829,2024-07-26,2024-07-30,2024-07-31,Correios,75.59,2
4433,PED-90735,2025-03-06,2025-03-15,2025-03-17,correios,92.5,4
4434,PED-49491,2024-11-04,2024-11-10,2024-11-10,Total Express,110.15,4
4435,PED-11199,2025-05-17,2025-05-21,2025-05-22,Jadlog,97.14,2
4436,PED-32820,2024-04-20,2024-04-24,2024-04-24,correios,47.8,1
4437,PED-20487,2025-08-08,2025-08-10,2025-08-10,Total Express,101.65,3
4438,PED-54827,2024-10-21,2024-10-24,2024-10-25,correios,132.38,4
4439,PED-52942,2024-02-07,2024-02-18,2024-02-15,Jadlog,49.62,3
4440,PED-60354,2025-03-18,2025-03-29,2025-03-25,correios,118.1,4
4441,PED-46379,2025-09-26,2025-09-28,2025-09-26,correios,56.7,1
4442,PED-39048,2024-05-03,2024-05-08,2024-05-07,correios,89.92,3
4443,PED-48157,2024-05-16,2024-05-28,2024-06-02,Jadlog,31.93,2
4444,PED-93890,2025-07-01,2025-07-04,2025-07-05,correios,77.35,2
4445,PED-12654,2026-01-09,2026-01-11,2026-01-11,correios,87.87,4
